perturbed_top_10,perturbed_rank,keep_len,keep_index,masked_len,masked_index
"[(229, 0.73609877), (1109, 0.3808057), (321, 0.23112345), (203, 0.21897559), (449, 0.19803023), (310, 0.13868295), (353, 0.13181432), (236, 0.12943336), (537, 0.11916878), (474, 0.06268363), (581, 0.058679372), (428, 0.032723393), (326, 0.028557394), (82, 0.027291935), (684, 0.023290161), (473, 0.022186004), (743, 0.020663254), (472, 0.020055095), (282, 0.019115997), (707, 0.017366711)]","[229, 1109, 321, 203, 449, 310, 353, 236, 537, 474, 581, 428, 326, 82, 684, 473, 743, 472, 282, 707]",32,"[176, 683, 78, 517, 402, 126, 10, 565, 357, 430, 228, 171, 434, 240, 21, 88, 685, 182, 242, 258, 95, 456, 173, 384, 181, 257, 227, 300, 259, 232, 567, 143]",26,"[687, 6, 510, 688, 650, 272, 293, 549, 175, 49, 180, 54, 55, 186, 187, 189, 194, 335, 81, 209, 337, 340, 221, 226, 686, 509]"
"[(229, 0.5686134), (1109, 0.20318168), (203, 0.105524644), (321, 0.06810013), (353, 0.06676213), (310, 0.05720218), (473, 0.040083706), (449, 0.03805536), (236, 0.0315487), (537, 0.031405415), (474, 0.02574966), (472, 0.017489292), (581, 0.016983423), (743, 0.016845196), (684, 0.014264491), (197, 0.012073266), (86, 0.011970225), (707, 0.011722682), (326, 0.01136533), (428, 0.010971839)]","[229, 1109, 203, 321, 353, 310, 473, 449, 236, 537, 474, 472, 581, 743, 684, 197, 86, 707, 326, 428]",13,"[180, 242, 189, 143, 337, 686, 300, 685, 78, 209, 456, 340, 49]",45,"[384, 257, 258, 259, 687, 517, 6, 510, 688, 10, 650, 272, 402, 21, 293, 549, 171, 173, 430, 175, 176, 434, 683, 181, 54, 55, 182, 565, 186, 187, 567, 194, 335, 81, 88, 221, 95, 226, 227, 228, 357, 232, 240, 509, 126]"
"[(229, 0.50532764), (1109, 0.18087919), (203, 0.13851056), (310, 0.065242626), (449, 0.05750868), (353, 0.05241533), (581, 0.051150747), (321, 0.04257774), (537, 0.03616531), (236, 0.024505116), (743, 0.015850754), (474, 0.015772484), (473, 0.015391804), (472, 0.014822127), (428, 0.014257506), (197, 0.013572603), (155, 0.012875779), (86, 0.012495876), (82, 0.012007718), (684, 0.01188302)]","[229, 1109, 203, 310, 449, 353, 581, 321, 537, 236, 743, 474, 473, 472, 428, 197, 155, 86, 82, 684]",10,"[517, 456, 650, 180, 242, 258, 189, 300, 228, 209]",48,"[384, 257, 259, 687, 6, 510, 688, 10, 143, 272, 402, 21, 293, 549, 171, 173, 430, 175, 176, 49, 434, 683, 181, 54, 55, 182, 565, 186, 187, 567, 194, 78, 335, 81, 337, 340, 88, 221, 95, 226, 227, 357, 232, 240, 685, 686, 509, 126]"
"[(229, 0.6089518), (1109, 0.38794452), (203, 0.32960775), (310, 0.12907167), (321, 0.07817645), (537, 0.07623481), (353, 0.06777141), (474, 0.06500209), (581, 0.05886103), (236, 0.0520906), (449, 0.027076272), (428, 0.020823646), (82, 0.02021085), (684, 0.019801846), (473, 0.018139653), (282, 0.017084645), (472, 0.016403863), (707, 0.015890397), (197, 0.014920191), (155, 0.014674613)]","[229, 1109, 203, 310, 321, 537, 353, 474, 581, 236, 449, 428, 82, 684, 473, 282, 472, 707, 197, 155]",26,"[402, 434, 567, 340, 549, 171, 685, 6, 232, 194, 259, 187, 173, 180, 181, 226, 54, 509, 687, 186, 209, 565, 221, 242, 10, 21]",32,"[384, 257, 258, 517, 510, 688, 650, 143, 272, 293, 300, 430, 175, 176, 49, 683, 55, 182, 189, 456, 78, 335, 81, 337, 88, 95, 227, 228, 357, 240, 686, 126]"
"[(229, 0.80050194), (1109, 0.6221203), (310, 0.25183553), (474, 0.2361938), (353, 0.23594019), (203, 0.22043078), (537, 0.21325515), (449, 0.20898126), (321, 0.18376638), (581, 0.11188435), (236, 0.10785051), (472, 0.06616195), (473, 0.039616235), (707, 0.039367095), (277, 0.03810933), (197, 0.037310608), (53, 0.031244108), (155, 0.029538581), (279, 0.026451278), (428, 0.02607716)]","[229, 1109, 310, 474, 353, 203, 537, 449, 321, 581, 236, 472, 473, 707, 277, 197, 53, 155, 279, 428]",40,"[226, 687, 434, 258, 173, 88, 683, 55, 402, 54, 549, 180, 181, 6, 81, 340, 49, 456, 189, 517, 335, 257, 685, 78, 509, 337, 510, 126, 171, 228, 688, 430, 175, 357, 567, 565, 240, 187, 194, 186]",18,"[384, 259, 10, 650, 143, 272, 21, 293, 300, 176, 182, 209, 221, 95, 227, 232, 242, 686]"
"[(229, 0.78012335), (1109, 0.56989855), (203, 0.43351185), (310, 0.23768723), (321, 0.23736453), (449, 0.20423678), (353, 0.17895548), (537, 0.15994957), (236, 0.12373323), (473, 0.08295681), (743, 0.07540878), (581, 0.07253194), (155, 0.0468228), (474, 0.046310674), (428, 0.045445047), (684, 0.037473653), (277, 0.03623788), (707, 0.031046377), (472, 0.028735897), (197, 0.027759725)]","[229, 1109, 203, 310, 321, 449, 353, 537, 236, 473, 743, 581, 155, 474, 428, 684, 277, 707, 472, 197]",40,"[434, 257, 240, 173, 187, 175, 300, 337, 340, 88, 189, 510, 221, 194, 565, 81, 10, 402, 55, 293, 232, 6, 227, 181, 685, 357, 186, 456, 549, 21, 272, 686, 683, 335, 180, 517, 384, 258, 78, 95]",18,"[259, 687, 688, 650, 143, 171, 430, 176, 49, 54, 182, 567, 209, 226, 228, 242, 509, 126]"
"[(229, 0.7710644), (1109, 0.60822046), (203, 0.3784557), (449, 0.26063073), (321, 0.1915444), (353, 0.18107364), (236, 0.17687708), (310, 0.17389949), (537, 0.09843606), (474, 0.08898526), (473, 0.082780525), (428, 0.067595236), (472, 0.05334499), (707, 0.049429916), (197, 0.044468127), (581, 0.042943977), (155, 0.03976352), (326, 0.03594757), (277, 0.027845047), (86, 0.02679072)]","[229, 1109, 203, 449, 321, 353, 236, 310, 537, 474, 473, 428, 472, 707, 197, 581, 155, 326, 277, 86]",40,"[228, 259, 232, 21, 143, 650, 687, 95, 81, 686, 293, 227, 272, 402, 226, 88, 337, 126, 54, 565, 221, 683, 509, 194, 181, 187, 685, 10, 430, 209, 55, 300, 173, 240, 357, 6, 171, 510, 258, 335]",18,"[384, 257, 517, 688, 549, 175, 176, 49, 434, 180, 182, 186, 567, 189, 456, 78, 340, 242]"
"[(229, 0.80835503), (203, 0.6502803), (1109, 0.63939625), (353, 0.31809843), (581, 0.26547247), (537, 0.23611331), (310, 0.22431993), (321, 0.22334838), (449, 0.12246233), (236, 0.10901971), (474, 0.0912755), (472, 0.09095028), (707, 0.08851018), (428, 0.087655716), (277, 0.07419391), (473, 0.06542896), (197, 0.04977334), (684, 0.04895497), (743, 0.043403313), (155, 0.03880831)]","[229, 203, 1109, 353, 581, 537, 310, 321, 449, 236, 474, 472, 707, 428, 277, 473, 197, 684, 743, 155]",52,"[430, 194, 189, 54, 240, 517, 293, 88, 227, 357, 182, 384, 685, 456, 221, 549, 258, 180, 300, 688, 95, 337, 228, 209, 143, 173, 78, 181, 650, 55, 126, 187, 232, 335, 687, 509, 171, 510, 686, 259, 226, 683, 10, 186, 6, 565, 81, 175, 21, 402, 567, 49]",6,"[257, 272, 176, 434, 340, 242]"
"[(229, 0.40185025), (1109, 0.26254463), (203, 0.10354261), (310, 0.08936013), (321, 0.056558095), (537, 0.04743254), (353, 0.041704807), (236, 0.040793), (449, 0.03897549), (472, 0.022073116), (474, 0.016541662), (581, 0.015392771), (473, 0.013931321), (428, 0.011575595), (707, 0.011482601), (155, 0.011360338), (277, 0.011201002), (197, 0.010612778), (684, 0.01050161), (282, 0.010311303)]","[229, 1109, 203, 310, 321, 537, 353, 236, 449, 472, 474, 581, 473, 428, 707, 155, 277, 197, 684, 282]",13,"[509, 180, 81, 337, 226, 228, 357, 688, 335, 300, 687, 209, 685]",45,"[384, 257, 258, 259, 517, 6, 510, 10, 650, 143, 272, 402, 21, 293, 549, 171, 173, 430, 175, 176, 49, 434, 683, 181, 54, 55, 182, 565, 186, 187, 567, 189, 194, 456, 78, 340, 88, 221, 95, 227, 232, 240, 242, 686, 126]"
"[(229, 0.902404), (1109, 0.7784959), (310, 0.4750299), (203, 0.43349695), (353, 0.41982582), (236, 0.40456647), (449, 0.3893352), (537, 0.32955256), (473, 0.32228172), (321, 0.28945303), (581, 0.19247149), (472, 0.11928343), (474, 0.118635446), (155, 0.106415525), (197, 0.0958409), (277, 0.091519475), (707, 0.07473017), (743, 0.07368642), (82, 0.06958482), (428, 0.06344875)]","[229, 1109, 310, 203, 353, 236, 449, 537, 473, 321, 581, 472, 474, 155, 197, 277, 707, 743, 82, 428]",56,"[434, 88, 126, 10, 81, 384, 686, 357, 293, 509, 456, 55, 175, 181, 209, 173, 510, 340, 688, 257, 189, 143, 95, 300, 49, 565, 78, 650, 54, 194, 272, 180, 232, 567, 6, 226, 430, 221, 242, 182, 240, 687, 227, 685, 402, 171, 335, 228, 683, 21, 549, 187, 259, 517, 258, 176]",2,"[186, 337]"
"[(229, 0.8519756), (1109, 0.67614913), (203, 0.51607114), (310, 0.3342754), (236, 0.249707), (321, 0.24541645), (353, 0.2315546), (537, 0.17684951), (449, 0.137271), (474, 0.11990201), (472, 0.076825604), (581, 0.074778505), (707, 0.06681192), (428, 0.056678362), (684, 0.04242741), (197, 0.037710983), (82, 0.03644982), (155, 0.03606994), (473, 0.032419626), (277, 0.03221226)]","[229, 1109, 203, 310, 236, 321, 353, 537, 449, 474, 472, 581, 707, 428, 684, 197, 82, 155, 473, 277]",45,"[95, 6, 357, 88, 126, 549, 175, 181, 180, 402, 227, 232, 182, 300, 683, 686, 430, 171, 340, 55, 54, 221, 189, 228, 258, 565, 81, 687, 143, 650, 173, 194, 49, 10, 685, 567, 186, 688, 78, 257, 242, 272, 21, 456, 187]",13,"[384, 259, 517, 510, 293, 176, 434, 335, 209, 337, 226, 240, 509]"
"[(229, 0.72370726), (1109, 0.54081), (321, 0.29355198), (203, 0.2416326), (353, 0.15974723), (537, 0.11894208), (310, 0.11873149), (236, 0.10061133), (449, 0.08680342), (581, 0.07916344), (707, 0.03345548), (684, 0.031326346), (277, 0.030277602), (197, 0.028980918), (473, 0.026315145), (472, 0.024011893), (474, 0.02280561), (428, 0.020851767), (743, 0.020676265), (282, 0.017332535)]","[229, 1109, 321, 203, 353, 537, 310, 236, 449, 581, 707, 684, 277, 197, 473, 472, 474, 428, 743, 282]",30,"[6, 549, 293, 430, 95, 434, 272, 126, 456, 78, 209, 187, 175, 258, 232, 402, 259, 49, 143, 357, 10, 340, 242, 181, 227, 173, 510, 182, 687, 55]",28,"[384, 257, 517, 688, 650, 21, 171, 300, 176, 683, 180, 54, 565, 186, 567, 189, 194, 335, 81, 337, 88, 221, 226, 228, 240, 685, 686, 509]"
"[(229, 0.85023016), (1109, 0.6465995), (203, 0.48092994), (310, 0.4648951), (321, 0.3512783), (236, 0.2503293), (353, 0.22717038), (537, 0.22230335), (449, 0.20929909), (581, 0.1784683), (155, 0.110257864), (474, 0.10726512), (473, 0.09968696), (472, 0.082190834), (684, 0.06895932), (428, 0.062856965), (707, 0.055916373), (277, 0.051267285), (197, 0.050915204), (743, 0.043501258)]","[229, 1109, 203, 310, 321, 236, 353, 537, 449, 581, 155, 474, 473, 472, 684, 428, 707, 277, 197, 743]",49,"[227, 549, 240, 384, 650, 337, 257, 78, 180, 259, 683, 686, 10, 194, 242, 357, 21, 565, 293, 88, 430, 81, 402, 181, 171, 95, 173, 300, 209, 232, 49, 685, 272, 335, 6, 258, 509, 186, 456, 687, 340, 221, 226, 126, 434, 54, 182, 567, 189]",9,"[517, 510, 688, 143, 175, 176, 55, 187, 228]"
"[(229, 0.15063444), (1109, 0.045318313), (203, 0.018141119), (310, 0.0141590675), (321, 0.013107811), (449, 0.011700512), (353, 0.0112261), (236, 0.010642505), (537, 0.010491239), (581, 0.01016474), (428, 0.00896624), (474, 0.00851117), (326, 0.0055250763), (197, 0.005513482), (473, 0.0052864137), (743, 0.005264794), (155, 0.0052633733), (707, 0.0051324773), (472, 0.004714676), (684, 0.0044255154)]","[229, 1109, 203, 310, 321, 449, 353, 236, 537, 581, 428, 474, 326, 197, 473, 743, 155, 707, 472, 684]",4,"[173, 182, 430, 685]",54,"[384, 257, 258, 259, 687, 517, 6, 510, 688, 10, 650, 143, 272, 402, 21, 293, 549, 171, 300, 175, 176, 49, 434, 683, 180, 181, 54, 55, 565, 186, 187, 567, 189, 194, 456, 78, 335, 81, 209, 337, 340, 88, 221, 95, 226, 227, 228, 357, 232, 240, 242, 686, 509, 126]"
"[(229, 0.8915622), (1109, 0.7234776), (203, 0.54330385), (310, 0.4959959), (236, 0.31204525), (321, 0.30306533), (449, 0.28147036), (537, 0.20168918), (353, 0.15497296), (474, 0.11492692), (473, 0.112480275), (581, 0.109372824), (472, 0.07655817), (155, 0.053272534), (707, 0.051193345), (326, 0.043019395), (684, 0.04140597), (428, 0.041093003), (82, 0.04102926), (716, 0.040421553)]","[229, 1109, 203, 310, 236, 321, 449, 537, 353, 474, 473, 581, 472, 155, 707, 326, 684, 428, 82, 716]",51,"[293, 81, 21, 189, 186, 683, 549, 175, 226, 10, 240, 567, 126, 384, 688, 517, 55, 232, 227, 257, 337, 434, 88, 242, 209, 565, 171, 143, 176, 300, 194, 456, 173, 6, 49, 430, 510, 335, 685, 221, 357, 686, 187, 54, 509, 228, 180, 182, 650, 258, 259]",7,"[687, 272, 402, 181, 78, 340, 95]"
"[(229, 0.70611525), (1109, 0.4905669), (203, 0.37315196), (310, 0.23244745), (353, 0.19602916), (537, 0.15922578), (321, 0.15711279), (449, 0.14556949), (474, 0.06346626), (473, 0.062351048), (581, 0.04934586), (428, 0.044132434), (472, 0.03921293), (277, 0.038823318), (236, 0.026938297), (684, 0.02591564), (743, 0.0220276), (279, 0.020420287), (326, 0.01999927), (197, 0.018681595)]","[229, 1109, 203, 310, 353, 537, 321, 449, 474, 473, 581, 428, 472, 277, 236, 684, 743, 279, 326, 197]",33,"[221, 402, 650, 335, 567, 176, 95, 126, 549, 257, 434, 517, 182, 685, 258, 509, 49, 430, 300, 173, 175, 456, 21, 171, 88, 384, 10, 186, 232, 259, 78, 688, 240]",25,"[687, 6, 510, 143, 272, 293, 683, 180, 181, 54, 55, 565, 187, 189, 194, 81, 209, 337, 340, 226, 227, 228, 357, 242, 686]"
"[(229, 0.29041794), (1109, 0.14799535), (203, 0.06087992), (321, 0.036697738), (236, 0.021962348), (537, 0.017675474), (353, 0.017623384), (449, 0.017269818), (310, 0.016012024), (581, 0.014042651), (474, 0.012869367), (82, 0.010739427), (472, 0.009110072), (155, 0.008858422), (428, 0.008687398), (473, 0.008682029), (707, 0.008217707), (684, 0.008080656), (277, 0.007998407), (743, 0.007590613)]","[229, 1109, 203, 321, 236, 537, 353, 449, 310, 581, 474, 82, 472, 155, 428, 473, 707, 684, 277, 743]",9,"[78, 686, 173, 88, 226, 293, 434, 683, 456]",49,"[384, 257, 258, 259, 687, 517, 6, 510, 688, 10, 650, 143, 272, 402, 21, 549, 171, 300, 430, 175, 176, 49, 180, 181, 54, 55, 182, 565, 186, 187, 567, 189, 194, 335, 81, 209, 337, 340, 221, 95, 227, 228, 357, 232, 240, 242, 685, 509, 126]"
"[(229, 0.53612965), (1109, 0.24365096), (310, 0.081173986), (321, 0.07909596), (203, 0.07774411), (449, 0.07463245), (353, 0.069202736), (537, 0.053003646), (581, 0.035401523), (474, 0.026138404), (236, 0.018427208), (473, 0.017297445), (684, 0.014365198), (197, 0.01373115), (707, 0.013115758), (53, 0.013011583), (743, 0.012864487), (282, 0.012467706), (326, 0.012400545), (86, 0.012362056)]","[229, 1109, 310, 321, 203, 449, 353, 537, 581, 474, 236, 473, 684, 197, 707, 53, 743, 282, 326, 86]",19,"[54, 186, 272, 509, 688, 21, 517, 81, 300, 189, 209, 182, 228, 232, 293, 259, 175, 242, 257]",39,"[384, 258, 687, 6, 510, 10, 650, 143, 402, 549, 171, 173, 430, 176, 49, 434, 683, 180, 181, 55, 565, 187, 567, 194, 456, 78, 335, 337, 340, 88, 221, 95, 226, 227, 357, 240, 685, 686, 126]"
"[(229, 0.78307134), (1109, 0.5956033), (203, 0.48052755), (353, 0.33404657), (310, 0.20203887), (537, 0.17872982), (321, 0.17720143), (449, 0.1669456), (474, 0.1565939), (236, 0.14778821), (581, 0.10749445), (472, 0.070872165), (326, 0.06003861), (82, 0.04964328), (473, 0.048839316), (428, 0.048713274), (279, 0.04030847), (743, 0.03954067), (127, 0.03727926), (155, 0.037147306)]","[229, 1109, 203, 353, 310, 537, 321, 449, 474, 236, 581, 472, 326, 82, 473, 428, 279, 743, 127, 155]",42,"[683, 95, 10, 227, 335, 549, 509, 565, 650, 384, 357, 300, 173, 259, 567, 78, 55, 685, 228, 88, 686, 293, 187, 54, 189, 688, 434, 81, 186, 181, 143, 337, 258, 6, 242, 176, 240, 272, 180, 687, 510, 126]",16,"[257, 517, 402, 21, 171, 430, 175, 49, 182, 194, 456, 209, 340, 221, 226, 232]"
"[(229, 0.842614), (1109, 0.6255031), (203, 0.36838907), (537, 0.31053594), (353, 0.2737276), (310, 0.2430723), (321, 0.22895612), (581, 0.16848299), (449, 0.16429979), (428, 0.149901), (236, 0.14029977), (474, 0.13871846), (472, 0.09989794), (155, 0.0996606), (197, 0.0698046), (743, 0.06478301), (684, 0.061400566), (473, 0.057453554), (326, 0.04801633), (86, 0.04178752)]","[229, 1109, 203, 537, 353, 310, 321, 581, 449, 428, 236, 474, 472, 155, 197, 743, 684, 473, 326, 86]",50,"[686, 340, 272, 240, 232, 126, 430, 402, 549, 227, 509, 21, 221, 194, 565, 186, 300, 182, 180, 259, 337, 683, 258, 95, 510, 6, 54, 176, 171, 567, 181, 434, 685, 335, 688, 189, 257, 173, 81, 242, 49, 517, 10, 650, 226, 78, 55, 88, 687, 228]",8,"[384, 143, 293, 175, 187, 456, 209, 357]"
"[(229, 0.61296064), (1109, 0.42044526), (203, 0.2745292), (236, 0.18534437), (321, 0.14778014), (310, 0.14558572), (353, 0.084545515), (537, 0.078066535), (449, 0.039751973), (474, 0.032936648), (277, 0.03265991), (473, 0.026661756), (581, 0.023986874), (428, 0.02323971), (472, 0.022703912), (684, 0.021439547), (326, 0.01721372), (197, 0.016360613), (155, 0.016145462), (707, 0.015359514)]","[229, 1109, 203, 236, 321, 310, 353, 537, 449, 474, 277, 473, 581, 428, 472, 684, 326, 197, 155, 707]",28,"[259, 685, 384, 180, 687, 517, 272, 21, 49, 510, 683, 686, 54, 337, 143, 650, 6, 209, 258, 88, 240, 226, 357, 181, 549, 176, 565, 227]",30,"[257, 688, 10, 402, 293, 171, 300, 173, 430, 175, 434, 55, 182, 186, 187, 567, 189, 194, 456, 78, 335, 81, 340, 221, 95, 228, 232, 242, 509, 126]"
"[(229, 0.66902727), (1109, 0.42642617), (203, 0.22861911), (310, 0.15824462), (537, 0.11852822), (353, 0.099129416), (236, 0.08351064), (474, 0.075559504), (581, 0.05429376), (321, 0.05162073), (449, 0.045846656), (197, 0.03730016), (684, 0.035374615), (473, 0.03434589), (428, 0.031051718), (743, 0.028079767), (326, 0.023749098), (82, 0.021581646), (155, 0.020993471), (472, 0.02079888)]","[229, 1109, 203, 310, 537, 353, 236, 474, 581, 321, 449, 197, 684, 473, 428, 743, 326, 82, 155, 472]",25,"[143, 688, 565, 686, 176, 434, 510, 259, 10, 240, 194, 509, 357, 242, 126, 181, 685, 384, 49, 402, 650, 456, 300, 187, 226]",33,"[257, 258, 687, 517, 6, 272, 21, 293, 549, 171, 173, 430, 175, 683, 180, 54, 55, 182, 186, 567, 189, 78, 335, 81, 209, 337, 340, 88, 221, 95, 227, 228, 232]"
"[(229, 0.9003474), (1109, 0.74746346), (203, 0.50786287), (321, 0.4599638), (353, 0.26131716), (537, 0.21493016), (310, 0.2145021), (449, 0.21357062), (707, 0.16271117), (581, 0.14830889), (474, 0.13491112), (472, 0.12346469), (428, 0.11639906), (197, 0.1079463), (684, 0.1015467), (473, 0.06335041), (53, 0.06145558), (277, 0.055589), (282, 0.05236494), (743, 0.050982405)]","[229, 1109, 203, 321, 353, 537, 310, 449, 707, 581, 474, 472, 428, 197, 684, 473, 53, 277, 282, 743]",53,"[221, 10, 173, 510, 182, 176, 685, 517, 402, 180, 186, 650, 272, 384, 143, 95, 54, 259, 187, 6, 335, 194, 21, 81, 88, 227, 687, 228, 171, 181, 565, 300, 337, 688, 126, 242, 232, 686, 175, 549, 226, 509, 430, 567, 257, 340, 434, 683, 293, 357, 55, 258, 78]",5,"[49, 189, 456, 209, 240]"
"[(229, 0.54551005), (1109, 0.18356617), (203, 0.111277275), (236, 0.07417421), (310, 0.060825378), (353, 0.050330017), (321, 0.046214063), (537, 0.03727986), (449, 0.031813346), (581, 0.022305477), (473, 0.01912698), (155, 0.017646985), (684, 0.014067396), (82, 0.01224466), (707, 0.011513541), (660, 0.011507167), (474, 0.011216344), (326, 0.010940331), (197, 0.010738946), (743, 0.010734287)]","[229, 1109, 203, 236, 310, 353, 321, 537, 449, 581, 473, 155, 684, 82, 707, 660, 474, 326, 197, 743]",15,"[430, 181, 209, 242, 176, 175, 517, 509, 227, 6, 143, 171, 272, 685, 54]",43,"[384, 257, 258, 259, 687, 510, 688, 10, 650, 402, 21, 293, 549, 300, 173, 49, 434, 683, 180, 55, 182, 565, 186, 187, 567, 189, 194, 456, 78, 335, 81, 337, 340, 88, 221, 95, 226, 228, 357, 232, 240, 686, 126]"
"[(229, 0.47814584), (203, 0.1887726), (1109, 0.13408908), (236, 0.09220296), (310, 0.069891125), (449, 0.0640254), (321, 0.05968628), (353, 0.055134505), (537, 0.045114554), (581, 0.039974738), (473, 0.019643012), (474, 0.019019883), (428, 0.018430058), (472, 0.018036691), (707, 0.014809954), (743, 0.014181629), (197, 0.013590873), (277, 0.01357888), (82, 0.012506037), (326, 0.011290399)]","[229, 203, 1109, 236, 310, 449, 321, 353, 537, 581, 473, 474, 428, 472, 707, 743, 197, 277, 82, 326]",16,"[187, 10, 242, 226, 209, 143, 240, 688, 228, 685, 227, 175, 434, 650, 257, 509]",42,"[384, 258, 259, 687, 517, 6, 510, 272, 402, 21, 293, 549, 171, 300, 173, 430, 176, 49, 683, 180, 181, 54, 55, 182, 565, 186, 567, 189, 194, 456, 78, 335, 81, 337, 340, 88, 221, 95, 357, 232, 686, 126]"
"[(229, 0.18639277), (1109, 0.060011197), (203, 0.03392823), (321, 0.017352102), (310, 0.016454503), (537, 0.015179181), (449, 0.012596473), (353, 0.011484447), (474, 0.009429633), (472, 0.009335203), (236, 0.008912773), (743, 0.0076557216), (473, 0.0070518088), (428, 0.006962895), (581, 0.006914334), (684, 0.0064514363), (707, 0.0061388137), (716, 0.0052923947), (197, 0.005053449), (277, 0.005003542)]","[229, 1109, 203, 321, 310, 537, 449, 353, 474, 472, 236, 743, 473, 428, 581, 684, 707, 716, 197, 277]",5,"[176, 259, 226, 258, 143]",53,"[384, 257, 687, 517, 6, 510, 688, 10, 650, 272, 402, 21, 293, 549, 171, 300, 173, 430, 175, 49, 434, 683, 180, 181, 54, 55, 182, 565, 186, 187, 567, 189, 194, 456, 78, 335, 81, 209, 337, 340, 88, 221, 95, 227, 228, 357, 232, 240, 242, 685, 686, 509, 126]"
"[(229, 0.25818175), (1109, 0.088704586), (203, 0.08141377), (310, 0.03455442), (321, 0.02934708), (581, 0.027376639), (236, 0.02490709), (474, 0.019995913), (449, 0.017299075), (537, 0.01654302), (353, 0.01572816), (428, 0.009793744), (472, 0.00941359), (155, 0.0089223655), (707, 0.0085844705), (473, 0.008523745), (684, 0.008183953), (277, 0.0076222783), (53, 0.0074925395), (197, 0.0068912427)]","[229, 1109, 203, 310, 321, 581, 236, 474, 449, 537, 353, 428, 472, 155, 707, 473, 684, 277, 53, 197]",10,"[686, 126, 182, 650, 55, 300, 88, 258, 228, 456]",48,"[384, 257, 259, 687, 517, 6, 510, 688, 10, 143, 272, 402, 21, 293, 549, 171, 173, 430, 175, 176, 49, 434, 683, 180, 181, 54, 565, 186, 187, 567, 189, 194, 78, 335, 81, 209, 337, 340, 221, 95, 226, 227, 357, 232, 240, 242, 685, 509]"
"[(229, 0.88429964), (1109, 0.82119805), (203, 0.5677326), (321, 0.43002638), (310, 0.35887355), (581, 0.34356463), (537, 0.3342865), (353, 0.3170527), (449, 0.2839152), (472, 0.15023963), (474, 0.11743774), (236, 0.11359506), (155, 0.09673139), (197, 0.08738634), (684, 0.080004945), (473, 0.07918655), (428, 0.07281202), (86, 0.072060905), (277, 0.06990294), (987, 0.058844954)]","[229, 1109, 203, 321, 310, 581, 537, 353, 449, 472, 474, 236, 155, 197, 684, 473, 428, 86, 277, 987]",55,"[687, 126, 456, 95, 272, 78, 232, 175, 180, 430, 240, 186, 357, 293, 300, 187, 88, 688, 509, 49, 384, 259, 226, 10, 54, 340, 567, 173, 189, 6, 510, 686, 683, 81, 517, 337, 258, 434, 402, 242, 221, 685, 335, 209, 565, 228, 55, 549, 21, 194, 182, 176, 257, 227, 143]",3,"[650, 171, 181]"
"[(229, 0.7977081), (1109, 0.5147716), (353, 0.2618681), (203, 0.21335213), (310, 0.2047974), (537, 0.20054337), (449, 0.16960466), (321, 0.16346985), (473, 0.13053814), (236, 0.09046736), (474, 0.07001969), (581, 0.069310404), (197, 0.033082336), (684, 0.030518375), (155, 0.029357791), (472, 0.029338773), (82, 0.028378837), (660, 0.02605009), (277, 0.024898753), (326, 0.024779586)]","[229, 1109, 353, 203, 310, 537, 449, 321, 473, 236, 474, 581, 197, 684, 155, 472, 82, 660, 277, 326]",36,"[240, 565, 227, 337, 175, 272, 173, 81, 187, 517, 340, 510, 258, 685, 181, 300, 180, 95, 221, 434, 567, 209, 650, 143, 88, 232, 6, 430, 226, 194, 171, 509, 176, 687, 182, 688]",22,"[384, 257, 259, 10, 402, 21, 293, 549, 49, 683, 54, 55, 186, 189, 456, 78, 335, 228, 357, 242, 686, 126]"
"[(229, 0.6712688), (1109, 0.45474863), (203, 0.40089878), (310, 0.19500495), (353, 0.11077381), (321, 0.09946276), (537, 0.09395957), (428, 0.06673646), (449, 0.049035937), (236, 0.04409268), (473, 0.039840784), (472, 0.03859401), (474, 0.03251327), (277, 0.024876948), (82, 0.02198801), (743, 0.020096427), (716, 0.018519862), (581, 0.018170564), (707, 0.017007506), (86, 0.015660489)]","[229, 1109, 203, 310, 353, 321, 537, 428, 449, 236, 473, 472, 474, 277, 82, 743, 716, 581, 707, 86]",27,"[650, 171, 683, 688, 240, 337, 78, 182, 226, 6, 88, 517, 186, 402, 686, 565, 242, 10, 95, 21, 340, 549, 175, 685, 259, 272, 228]",31,"[384, 257, 258, 687, 510, 143, 293, 300, 173, 430, 176, 49, 434, 180, 181, 54, 55, 187, 567, 189, 194, 456, 335, 81, 209, 221, 227, 357, 232, 509, 126]"
"[(229, 0.7244977), (1109, 0.5696894), (203, 0.3526542), (236, 0.26592633), (310, 0.1936029), (353, 0.17365728), (321, 0.16704014), (449, 0.13194436), (474, 0.12439594), (537, 0.12272343), (472, 0.09423853), (581, 0.06590422), (743, 0.04777275), (473, 0.043358255), (155, 0.042708978), (197, 0.04040054), (86, 0.03815195), (707, 0.035573546), (277, 0.03364203), (428, 0.02892432)]","[229, 1109, 203, 236, 310, 353, 321, 449, 474, 537, 472, 581, 743, 473, 155, 197, 86, 707, 277, 428]",39,"[95, 650, 21, 209, 171, 227, 685, 187, 194, 549, 384, 402, 683, 10, 221, 517, 430, 258, 240, 54, 232, 6, 242, 143, 81, 180, 186, 182, 300, 259, 509, 55, 293, 337, 173, 510, 88, 49, 340]",19,"[257, 687, 688, 272, 175, 176, 434, 181, 565, 567, 189, 456, 78, 335, 226, 228, 357, 686, 126]"
