perturbed_top_10,perturbed_rank,keep_len,keep_index,masked_len,masked_index
"[(99, 0.6879917), (285, 0.6840198), (95, 0.56516266), (88, 0.4228089), (306, 0.41469485), (186, 0.39014155), (146, 0.37518445), (229, 0.37148178), (10, 0.35737276), (174, 0.34635264), (507, 0.33639243), (184, 0.2855975), (21, 0.2632505), (239, 0.2260144), (366, 0.20533705), (878, 0.19582106), (212, 0.19328424), (518, 0.18658707), (20, 0.17474036), (477, 0.1661044)]","[99, 285, 95, 88, 306, 186, 146, 229, 10, 174, 507, 184, 21, 239, 366, 878, 212, 518, 20, 477]",14,"[302, 357, 49, 270, 361, 360, 356, 358, 299, 287, 355, 328, 257, 263]",9,"[259, 323, 326, 327, 209, 353, 293, 359, 300]"
"[(285, 0.5672741), (99, 0.54371935), (95, 0.46017453), (306, 0.31242162), (88, 0.29342833), (10, 0.2862785), (186, 0.284598), (146, 0.26197165), (507, 0.2521536), (21, 0.23220317), (184, 0.22878632), (174, 0.22743645), (366, 0.18749101), (229, 0.1871224), (239, 0.152949), (518, 0.12971485), (477, 0.11659908), (149, 0.11657971), (212, 0.11582889), (878, 0.11472508)]","[285, 99, 95, 306, 88, 10, 186, 146, 507, 21, 184, 174, 366, 229, 239, 518, 477, 149, 212, 878]",9,"[361, 323, 355, 353, 326, 259, 299, 359, 287]",14,"[257, 263, 327, 328, 270, 209, 356, 293, 357, 358, 360, 300, 302, 49]"
"[(99, 0.5250485), (285, 0.5049329), (95, 0.41414136), (306, 0.27418715), (88, 0.23439704), (186, 0.23419029), (10, 0.22720459), (229, 0.21473506), (146, 0.20513551), (21, 0.19053091), (507, 0.17891541), (174, 0.17787792), (184, 0.15692204), (366, 0.13891381), (239, 0.115634196), (878, 0.10926313), (518, 0.10108277), (212, 0.09927122), (20, 0.08851847), (149, 0.08597994)]","[99, 285, 95, 306, 88, 186, 10, 229, 146, 21, 507, 174, 184, 366, 239, 878, 518, 212, 20, 149]",7,"[302, 353, 263, 259, 357, 361, 270]",16,"[257, 323, 326, 327, 328, 209, 287, 355, 356, 293, 358, 359, 360, 299, 300, 49]"
"[(285, 0.72620326), (99, 0.65279746), (95, 0.60147303), (88, 0.4701011), (306, 0.43102193), (146, 0.42454696), (229, 0.42086694), (186, 0.41658446), (10, 0.41595566), (507, 0.39843896), (174, 0.3878642), (21, 0.36982203), (184, 0.3552413), (366, 0.3127339), (239, 0.2397534), (212, 0.2360424), (518, 0.23001999), (477, 0.20434126), (149, 0.20360391), (20, 0.19688924)]","[285, 99, 95, 88, 306, 146, 229, 186, 10, 507, 174, 21, 184, 366, 239, 212, 518, 477, 149, 20]",16,"[300, 209, 355, 293, 327, 323, 328, 287, 49, 358, 257, 302, 270, 353, 359, 361]",7,"[259, 326, 263, 356, 357, 360, 299]"
"[(285, 0.39963695), (99, 0.2993746), (95, 0.24312347), (88, 0.1306931), (306, 0.12345599), (10, 0.12135521), (186, 0.12123079), (146, 0.110509105), (507, 0.10340174), (229, 0.098654926), (174, 0.095379405), (21, 0.09342199), (184, 0.089243144), (366, 0.07000867), (239, 0.052079275), (518, 0.04838145), (878, 0.048343703), (212, 0.04741704), (477, 0.044205647), (20, 0.042471107)]","[285, 99, 95, 88, 306, 10, 186, 146, 507, 229, 174, 21, 184, 366, 239, 518, 878, 212, 477, 20]",2,"[257, 359]",21,"[259, 323, 326, 263, 327, 328, 270, 209, 287, 353, 355, 356, 293, 357, 358, 360, 361, 299, 300, 302, 49]"
"[(285, 0.5218216), (99, 0.46396017), (95, 0.3815758), (306, 0.22966139), (88, 0.21663845), (229, 0.20416084), (186, 0.20210312), (10, 0.19749337), (507, 0.17739643), (174, 0.17507367), (146, 0.17078446), (21, 0.16918369), (184, 0.15259926), (366, 0.1319068), (239, 0.108516924), (878, 0.094003215), (212, 0.090410165), (477, 0.08545072), (20, 0.082269765), (518, 0.07772507)]","[285, 99, 95, 306, 88, 229, 186, 10, 507, 174, 146, 21, 184, 366, 239, 878, 212, 477, 20, 518]",10,"[270, 361, 323, 327, 263, 326, 356, 287, 299, 355]",13,"[257, 259, 328, 209, 353, 293, 357, 358, 359, 360, 300, 302, 49]"
"[(285, 0.6248101), (99, 0.5809819), (95, 0.50695074), (306, 0.3759097), (88, 0.36186442), (186, 0.33503714), (10, 0.32185003), (507, 0.31488904), (174, 0.3108982), (229, 0.2987181), (184, 0.28963318), (21, 0.28657463), (146, 0.28568834), (239, 0.2031254), (366, 0.19828877), (878, 0.18590547), (518, 0.17107609), (212, 0.1630808), (20, 0.15710376), (477, 0.15265872)]","[285, 99, 95, 306, 88, 186, 10, 507, 174, 229, 184, 21, 146, 239, 366, 878, 518, 212, 20, 477]",11,"[328, 355, 356, 360, 357, 361, 323, 209, 327, 353, 358]",12,"[257, 259, 326, 263, 270, 287, 293, 359, 299, 300, 302, 49]"
"[(99, 0.48846734), (285, 0.46409026), (95, 0.3673046), (88, 0.2146121), (306, 0.20022485), (10, 0.18101832), (146, 0.18024562), (186, 0.16516635), (229, 0.16197684), (174, 0.16121238), (21, 0.14936873), (507, 0.13853951), (184, 0.12713985), (366, 0.113420315), (239, 0.10011629), (878, 0.081266336), (518, 0.07947047), (212, 0.07301516), (477, 0.07275485), (20, 0.067824796)]","[99, 285, 95, 88, 306, 10, 146, 186, 229, 174, 21, 507, 184, 366, 239, 878, 518, 212, 477, 20]",7,"[209, 360, 263, 356, 293, 328, 323]",16,"[257, 259, 326, 327, 270, 287, 353, 355, 357, 358, 359, 361, 299, 300, 302, 49]"
"[(99, 0.48860148), (285, 0.4832045), (95, 0.37904894), (306, 0.2632387), (88, 0.2222575), (186, 0.20252872), (146, 0.19938555), (229, 0.1969847), (174, 0.1776012), (10, 0.17611203), (507, 0.15839203), (21, 0.15796919), (184, 0.15635069), (366, 0.12752855), (239, 0.11025284), (878, 0.08900491), (212, 0.087585695), (477, 0.080300204), (518, 0.079429686), (20, 0.07259847)]","[99, 285, 95, 306, 88, 186, 146, 229, 174, 10, 507, 21, 184, 366, 239, 878, 212, 477, 518, 20]",8,"[259, 270, 328, 327, 263, 209, 299, 287]",15,"[257, 323, 326, 353, 355, 356, 293, 357, 358, 359, 360, 361, 300, 302, 49]"
"[(285, 0.74278796), (99, 0.7155008), (95, 0.6715573), (306, 0.5348468), (88, 0.52986723), (10, 0.5022652), (186, 0.4912327), (229, 0.47875613), (146, 0.47417885), (507, 0.45142433), (174, 0.44889507), (21, 0.4242715), (184, 0.41136107), (366, 0.35925052), (239, 0.30498073), (212, 0.2890732), (878, 0.28084373), (518, 0.2640854), (477, 0.25858846), (20, 0.2525866)]","[285, 99, 95, 306, 88, 10, 186, 229, 146, 507, 174, 21, 184, 366, 239, 212, 878, 518, 477, 20]",21,"[361, 355, 300, 299, 323, 327, 360, 328, 357, 302, 263, 293, 49, 359, 358, 287, 270, 257, 353, 356, 209]",2,"[259, 326]"
"[(99, 0.6769814), (285, 0.66639656), (95, 0.5695775), (306, 0.40773976), (186, 0.38397577), (10, 0.3787962), (88, 0.37687367), (146, 0.3465896), (507, 0.3262478), (174, 0.32441202), (229, 0.3238389), (21, 0.30815324), (184, 0.3050962), (366, 0.24710803), (239, 0.23015612), (878, 0.19999668), (212, 0.1994043), (518, 0.18366686), (20, 0.1718566), (149, 0.16304089)]","[99, 285, 95, 306, 186, 10, 88, 146, 507, 174, 229, 21, 184, 366, 239, 878, 212, 518, 20, 149]",14,"[263, 356, 326, 209, 257, 360, 361, 358, 300, 357, 299, 328, 359, 293]",9,"[259, 323, 327, 270, 287, 353, 355, 302, 49]"
"[(285, 0.73173517), (99, 0.6983476), (95, 0.6233459), (306, 0.44767472), (10, 0.42419526), (88, 0.4135897), (229, 0.4044477), (146, 0.39729714), (186, 0.3941472), (174, 0.3766966), (507, 0.35716504), (184, 0.33804315), (21, 0.3349517), (366, 0.29649642), (239, 0.24643633), (878, 0.21426779), (518, 0.18818799), (20, 0.18699175), (212, 0.18423484), (477, 0.17291282)]","[285, 99, 95, 306, 10, 88, 229, 146, 186, 174, 507, 184, 21, 366, 239, 878, 518, 20, 212, 477]",17,"[353, 359, 293, 328, 300, 323, 209, 356, 326, 257, 327, 360, 358, 263, 259, 299, 287]",6,"[270, 355, 357, 361, 302, 49]"
"[(99, 0.6157011), (285, 0.5979641), (95, 0.4790427), (306, 0.3105984), (229, 0.28369924), (10, 0.28118652), (146, 0.272028), (186, 0.27194017), (507, 0.26462615), (21, 0.24886928), (174, 0.24424937), (184, 0.23952511), (88, 0.22745477), (366, 0.17545028), (239, 0.16957814), (518, 0.135811), (878, 0.13450116), (212, 0.12638253), (477, 0.12622495), (20, 0.11809642)]","[99, 285, 95, 306, 229, 10, 146, 186, 507, 21, 174, 184, 88, 366, 239, 518, 878, 212, 477, 20]",12,"[300, 49, 359, 293, 327, 299, 209, 361, 360, 326, 287, 353]",11,"[257, 259, 323, 263, 328, 270, 355, 356, 357, 358, 302]"
"[(285, 0.42152512), (99, 0.42071265), (95, 0.24499497), (306, 0.16135438), (10, 0.14313415), (146, 0.14080435), (229, 0.12792997), (174, 0.12484641), (88, 0.124142565), (186, 0.122004956), (21, 0.11046936), (507, 0.107368775), (184, 0.103876725), (366, 0.0762695), (239, 0.07040053), (878, 0.06470226), (212, 0.06339329), (518, 0.05954694), (477, 0.05527683), (149, 0.0528506)]","[285, 99, 95, 306, 10, 146, 229, 174, 88, 186, 21, 507, 184, 366, 239, 878, 212, 518, 477, 149]",6,"[263, 361, 287, 327, 293, 257]",17,"[259, 323, 326, 328, 270, 209, 353, 355, 356, 357, 358, 359, 360, 299, 300, 302, 49]"
"[(285, 0.67839074), (99, 0.58772385), (95, 0.5011459), (306, 0.4388718), (186, 0.39518476), (88, 0.38938448), (10, 0.37786615), (229, 0.36102933), (174, 0.3497543), (507, 0.3458322), (184, 0.30464488), (146, 0.3036163), (21, 0.30308953), (366, 0.26679164), (239, 0.22192244), (878, 0.21596524), (212, 0.20283112), (518, 0.1937118), (477, 0.18745352), (20, 0.17491871)]","[285, 99, 95, 306, 186, 88, 10, 229, 174, 507, 184, 146, 21, 366, 239, 878, 212, 518, 477, 20]",13,"[257, 326, 360, 323, 259, 359, 353, 356, 263, 302, 299, 327, 209]",10,"[328, 270, 287, 355, 293, 357, 358, 361, 300, 49]"
"[(99, 0.5569336), (285, 0.54533684), (95, 0.41617474), (88, 0.29044652), (306, 0.276823), (146, 0.24955389), (10, 0.24681918), (186, 0.24454124), (174, 0.22580518), (229, 0.22554314), (507, 0.22114941), (21, 0.21550415), (184, 0.20035563), (366, 0.1511087), (239, 0.14309628), (878, 0.12019051), (212, 0.11926305), (518, 0.11036129), (420, 0.10031457), (20, 0.10025353)]","[99, 285, 95, 88, 306, 146, 10, 186, 174, 229, 507, 21, 184, 366, 239, 878, 212, 518, 420, 20]",9,"[361, 327, 209, 302, 353, 357, 359, 360, 323]",14,"[257, 259, 326, 263, 328, 270, 287, 355, 356, 293, 358, 299, 300, 49]"
"[(285, 0.7275176), (99, 0.7035736), (95, 0.6545798), (306, 0.49735215), (88, 0.48110488), (146, 0.4719246), (10, 0.4545318), (229, 0.4540435), (186, 0.44253516), (21, 0.42960036), (174, 0.4249257), (507, 0.4201603), (184, 0.3801566), (366, 0.35714555), (239, 0.30231482), (212, 0.26563093), (20, 0.24626218), (518, 0.2436676), (149, 0.24267548), (878, 0.24114336)]","[285, 99, 95, 306, 88, 146, 10, 229, 186, 21, 174, 507, 184, 366, 239, 212, 20, 518, 149, 878]",20,"[293, 49, 270, 327, 259, 263, 361, 360, 287, 299, 300, 302, 209, 323, 356, 359, 353, 326, 358, 357]",3,"[257, 328, 355]"
"[(285, 0.76267284), (99, 0.7566397), (95, 0.5903352), (306, 0.50831467), (88, 0.5067225), (186, 0.47587615), (229, 0.4567791), (10, 0.4559091), (146, 0.44774967), (507, 0.44517657), (174, 0.4294286), (184, 0.42086023), (21, 0.41357762), (366, 0.36432722), (239, 0.32187214), (878, 0.28221914), (212, 0.27805287), (518, 0.2626129), (477, 0.24020417), (20, 0.23885077)]","[285, 99, 95, 306, 88, 186, 229, 10, 146, 507, 174, 184, 21, 366, 239, 878, 212, 518, 477, 20]",20,"[287, 323, 327, 328, 257, 293, 358, 359, 360, 300, 299, 356, 353, 326, 361, 263, 355, 49, 357, 209]",3,"[259, 270, 302]"
"[(285, 0.3476927), (99, 0.34152177), (95, 0.22096115), (88, 0.110905595), (306, 0.10890992), (186, 0.104298696), (10, 0.100948274), (146, 0.094338425), (507, 0.08587876), (174, 0.08448656), (229, 0.07915091), (21, 0.077397086), (184, 0.074493796), (366, 0.06040294), (239, 0.05085391), (878, 0.04279603), (518, 0.040978663), (212, 0.039164394), (477, 0.03734797), (708, 0.03183119)]","[285, 99, 95, 88, 306, 186, 10, 146, 507, 174, 229, 21, 184, 366, 239, 878, 518, 212, 477, 708]",2,"[287, 270]",21,"[257, 259, 323, 326, 263, 327, 328, 209, 353, 355, 356, 293, 357, 358, 359, 360, 361, 299, 300, 302, 49]"
"[(285, 0.75594425), (99, 0.71023977), (95, 0.626912), (306, 0.49319386), (88, 0.47309488), (229, 0.45714325), (186, 0.4560249), (146, 0.44455642), (10, 0.42702827), (507, 0.42541057), (184, 0.41562435), (21, 0.4113442), (174, 0.4016139), (878, 0.2868438), (239, 0.28109807), (366, 0.27312), (518, 0.2624612), (20, 0.24638578), (212, 0.24286114), (149, 0.24206176)]","[285, 99, 95, 306, 88, 229, 186, 146, 10, 507, 184, 21, 174, 878, 239, 366, 518, 20, 212, 149]",20,"[270, 358, 263, 326, 302, 299, 328, 327, 359, 356, 353, 287, 49, 257, 357, 300, 293, 259, 360, 355]",3,"[323, 209, 361]"
"[(99, 0.67807686), (285, 0.67235965), (95, 0.527714), (306, 0.4051607), (88, 0.40492588), (10, 0.3784381), (186, 0.37690097), (229, 0.33817002), (507, 0.33387756), (146, 0.32417515), (21, 0.32142115), (174, 0.30438212), (184, 0.2890805), (366, 0.2630989), (239, 0.20707074), (212, 0.19393525), (878, 0.1866552), (518, 0.18546839), (20, 0.16296805), (420, 0.16109885)]","[99, 285, 95, 306, 88, 10, 186, 229, 507, 146, 21, 174, 184, 366, 239, 212, 878, 518, 20, 420]",17,"[327, 359, 355, 360, 358, 300, 259, 356, 353, 287, 257, 361, 302, 49, 326, 270, 293]",6,"[323, 263, 328, 209, 357, 299]"
"[(99, 0.491618), (285, 0.48521435), (95, 0.27811396), (306, 0.19482541), (88, 0.19050626), (186, 0.17123656), (10, 0.16722056), (229, 0.16540188), (507, 0.15699224), (21, 0.146177), (146, 0.14292824), (184, 0.13991104), (174, 0.13528743), (366, 0.110225156), (239, 0.094994485), (518, 0.07495739), (212, 0.07410215), (878, 0.07125294), (477, 0.06952977), (420, 0.06334211)]","[99, 285, 95, 306, 88, 186, 10, 229, 507, 21, 146, 184, 174, 366, 239, 518, 212, 878, 477, 420]",7,"[355, 270, 263, 360, 299, 287, 356]",16,"[257, 259, 323, 326, 327, 328, 209, 353, 293, 357, 358, 359, 361, 300, 302, 49]"
"[(285, 0.44159567), (99, 0.42944387), (95, 0.31569993), (306, 0.19041167), (88, 0.1795243), (186, 0.15911661), (10, 0.15331785), (229, 0.14864646), (146, 0.13946544), (174, 0.13360654), (21, 0.12729348), (507, 0.12477578), (184, 0.1162668), (366, 0.086842746), (239, 0.08308713), (212, 0.0655463), (878, 0.065027334), (477, 0.057289407), (518, 0.056701414), (20, 0.056325942)]","[285, 99, 95, 306, 88, 186, 10, 229, 146, 174, 21, 507, 184, 366, 239, 212, 878, 477, 518, 20]",3,"[209, 358, 360]",20,"[257, 259, 323, 326, 263, 327, 328, 270, 287, 353, 355, 356, 293, 357, 359, 361, 299, 300, 302, 49]"
"[(99, 0.5508675), (285, 0.52583075), (95, 0.37776625), (88, 0.23820391), (306, 0.21359882), (186, 0.20196083), (229, 0.19446231), (146, 0.19415122), (507, 0.18294522), (21, 0.16319188), (184, 0.16284192), (10, 0.15891087), (174, 0.15440315), (366, 0.121408984), (239, 0.095793635), (878, 0.09074501), (212, 0.08911471), (518, 0.080005825), (20, 0.07730469), (477, 0.07207243)]","[99, 285, 95, 88, 306, 186, 229, 146, 507, 21, 184, 10, 174, 366, 239, 878, 212, 518, 20, 477]",9,"[299, 359, 327, 259, 302, 361, 209, 257, 356]",14,"[323, 326, 263, 328, 270, 287, 353, 355, 293, 357, 358, 360, 300, 49]"
"[(99, 0.72760355), (285, 0.7207645), (95, 0.63886017), (306, 0.4925689), (88, 0.48845643), (10, 0.47185913), (229, 0.45415092), (186, 0.44743672), (146, 0.4388094), (21, 0.40476432), (174, 0.38814965), (507, 0.38624355), (184, 0.33541018), (239, 0.31333637), (366, 0.3032515), (878, 0.26640373), (212, 0.26158646), (477, 0.2410151), (20, 0.24056871), (518, 0.23744234)]","[99, 285, 95, 306, 88, 10, 229, 186, 146, 21, 174, 507, 184, 239, 366, 878, 212, 477, 20, 518]",19,"[259, 361, 209, 357, 360, 355, 293, 358, 326, 257, 356, 359, 300, 287, 49, 353, 328, 327, 302]",4,"[323, 263, 270, 299]"
"[(285, 0.7020504), (95, 0.6538454), (99, 0.64746064), (88, 0.5112737), (306, 0.5072866), (229, 0.46943498), (186, 0.46728402), (146, 0.46563187), (10, 0.45890078), (507, 0.4487005), (21, 0.43125543), (174, 0.42601898), (184, 0.3637743), (239, 0.3255774), (366, 0.31713325), (212, 0.26276812), (518, 0.25519273), (20, 0.24660255), (149, 0.2454364), (878, 0.24518658)]","[285, 95, 99, 88, 306, 229, 186, 146, 10, 507, 21, 174, 184, 239, 366, 212, 518, 20, 149, 878]",21,"[357, 355, 353, 326, 359, 327, 302, 259, 323, 257, 361, 270, 49, 358, 299, 360, 356, 328, 263, 293, 209]",2,"[287, 300]"
"[(99, 0.45685768), (285, 0.4513548), (95, 0.29057366), (306, 0.16908596), (88, 0.15249409), (146, 0.14296359), (186, 0.14014979), (229, 0.1347794), (10, 0.12880652), (174, 0.12638426), (507, 0.12069955), (21, 0.119892955), (184, 0.1116523), (366, 0.08115937), (239, 0.073081166), (878, 0.06496521), (212, 0.063623555), (518, 0.0585442), (20, 0.053547405), (477, 0.04920985)]","[99, 285, 95, 306, 88, 146, 186, 229, 10, 174, 507, 21, 184, 366, 239, 878, 212, 518, 20, 477]",5,"[300, 209, 326, 360, 287]",18,"[257, 259, 323, 263, 327, 328, 270, 353, 355, 356, 293, 357, 358, 359, 361, 299, 302, 49]"
"[(285, 0.7115262), (99, 0.67263144), (95, 0.6098981), (306, 0.4614286), (88, 0.4117029), (229, 0.4100957), (186, 0.3955802), (10, 0.3873936), (507, 0.38610402), (146, 0.3824758), (174, 0.3822447), (21, 0.34210548), (184, 0.33423296), (239, 0.25394928), (366, 0.25184184), (878, 0.23944874), (212, 0.20426795), (477, 0.20059502), (20, 0.19615923), (149, 0.18954636)]","[285, 99, 95, 306, 88, 229, 186, 10, 507, 146, 174, 21, 184, 239, 366, 878, 212, 477, 20, 149]",19,"[270, 355, 257, 361, 323, 359, 357, 259, 209, 300, 328, 360, 49, 356, 326, 287, 327, 299, 302]",4,"[263, 353, 293, 358]"
"[(285, 0.65735567), (99, 0.6441524), (95, 0.4841322), (88, 0.34401536), (306, 0.33435234), (229, 0.29742372), (186, 0.29687482), (10, 0.27837443), (174, 0.27216947), (507, 0.26041657), (146, 0.2579346), (21, 0.2551666), (184, 0.25037298), (366, 0.18765129), (239, 0.17545515), (212, 0.1484085), (878, 0.1473368), (518, 0.14190476), (477, 0.12659329), (20, 0.12197555)]","[285, 99, 95, 88, 306, 229, 186, 10, 174, 507, 146, 21, 184, 366, 239, 212, 878, 518, 477, 20]",13,"[302, 359, 259, 357, 257, 287, 361, 356, 327, 299, 209, 326, 353]",10,"[323, 263, 328, 270, 355, 293, 358, 360, 300, 49]"
"[(285, 0.7150743), (99, 0.64686465), (95, 0.6311886), (306, 0.48103413), (88, 0.4495771), (229, 0.44333035), (10, 0.44227934), (186, 0.44110414), (146, 0.4144895), (174, 0.36798477), (507, 0.35933214), (21, 0.3498047), (184, 0.34938982), (366, 0.321207), (239, 0.2868724), (878, 0.26568905), (212, 0.2516893), (518, 0.24034005), (477, 0.22591358), (149, 0.2174173)]","[285, 99, 95, 306, 88, 229, 10, 186, 146, 174, 507, 21, 184, 366, 239, 878, 212, 518, 477, 149]",18,"[358, 257, 357, 327, 353, 270, 328, 287, 361, 209, 360, 326, 259, 49, 300, 359, 356, 355]",5,"[323, 263, 293, 299, 302]"
"[(285, 0.6692107), (99, 0.6353524), (95, 0.5667595), (306, 0.45680878), (186, 0.43514714), (88, 0.41792437), (146, 0.40573278), (229, 0.3958441), (10, 0.39042997), (507, 0.38492033), (21, 0.37547597), (174, 0.37432826), (184, 0.3516467), (366, 0.31889758), (239, 0.28095788), (878, 0.23195313), (518, 0.2304588), (212, 0.22718576), (20, 0.21042901), (149, 0.20726302)]","[285, 99, 95, 306, 186, 88, 146, 229, 10, 507, 21, 174, 184, 366, 239, 878, 518, 212, 20, 149]",18,"[328, 357, 360, 49, 299, 323, 259, 353, 257, 359, 209, 287, 355, 356, 263, 361, 326, 302]",5,"[327, 270, 293, 358, 300]"
"[(285, 0.73128504), (99, 0.710891), (95, 0.5676299), (306, 0.49778754), (88, 0.483446), (10, 0.474212), (186, 0.4600354), (507, 0.4365171), (174, 0.43235245), (146, 0.43138495), (229, 0.4162933), (21, 0.39341342), (366, 0.35157183), (184, 0.3497142), (239, 0.2886739), (212, 0.27136093), (878, 0.26563984), (518, 0.26197284), (477, 0.24300107), (420, 0.22792101)]","[285, 99, 95, 306, 88, 10, 186, 507, 174, 146, 229, 21, 366, 184, 239, 212, 878, 518, 477, 420]",19,"[357, 355, 358, 259, 327, 300, 293, 257, 326, 209, 263, 360, 361, 302, 270, 299, 353, 323, 49]",4,"[328, 287, 356, 359]"
"[(285, 0.4145085), (99, 0.3607386), (95, 0.28170738), (88, 0.13821879), (306, 0.1375018), (146, 0.1263232), (10, 0.12534414), (229, 0.11454752), (186, 0.11202531), (174, 0.11201005), (507, 0.10148315), (21, 0.101022914), (184, 0.09086222), (366, 0.07557218), (239, 0.06310288), (878, 0.054529477), (477, 0.049648434), (149, 0.047544114), (20, 0.04657853), (212, 0.046547264)]","[285, 99, 95, 88, 306, 146, 10, 229, 186, 174, 507, 21, 184, 366, 239, 878, 477, 149, 20, 212]",5,"[263, 360, 299, 259, 327]",18,"[257, 323, 326, 328, 270, 209, 287, 353, 355, 356, 293, 357, 358, 359, 361, 300, 302, 49]"
"[(99, 0.44503978), (285, 0.42394516), (95, 0.26669347), (88, 0.17122509), (306, 0.15735564), (186, 0.15163364), (10, 0.13502458), (146, 0.1308645), (507, 0.12954296), (21, 0.1182142), (184, 0.115080856), (229, 0.11374133), (174, 0.10460132), (239, 0.07394604), (366, 0.068704836), (878, 0.062216982), (212, 0.06023716), (518, 0.05692243), (477, 0.05494332), (149, 0.05358364)]","[99, 285, 95, 88, 306, 186, 10, 146, 507, 21, 184, 229, 174, 239, 366, 878, 212, 518, 477, 149]",5,"[293, 209, 355, 300, 299]",18,"[257, 259, 323, 326, 263, 327, 328, 270, 287, 353, 356, 357, 358, 359, 360, 361, 302, 49]"
"[(285, 0.7168579), (99, 0.61970454), (95, 0.58941925), (306, 0.4612792), (88, 0.44920805), (186, 0.44510245), (146, 0.4140799), (229, 0.40416282), (10, 0.40275156), (21, 0.4026829), (507, 0.38673326), (174, 0.3781212), (184, 0.3771982), (366, 0.30900812), (878, 0.27551845), (239, 0.25487247), (477, 0.24207708), (20, 0.23824234), (149, 0.23456396), (518, 0.23440266)]","[285, 99, 95, 306, 88, 186, 146, 229, 10, 21, 507, 174, 184, 366, 878, 239, 477, 20, 149, 518]",20,"[358, 263, 293, 209, 326, 353, 257, 287, 302, 299, 323, 270, 360, 359, 259, 327, 328, 361, 356, 49]",3,"[355, 357, 300]"
"[(285, 0.39346522), (99, 0.38023886), (95, 0.27542725), (306, 0.15110455), (88, 0.15074813), (186, 0.12787735), (10, 0.12772188), (229, 0.12643044), (507, 0.10888966), (174, 0.10758294), (184, 0.10542425), (21, 0.10113087), (146, 0.097674474), (239, 0.07086717), (366, 0.06761014), (878, 0.06057299), (212, 0.05758211), (518, 0.051043123), (149, 0.04932933), (477, 0.04778212)]","[285, 99, 95, 306, 88, 186, 10, 229, 507, 174, 184, 21, 146, 239, 366, 878, 212, 518, 149, 477]",3,"[257, 327, 359]",20,"[259, 323, 326, 263, 328, 270, 209, 287, 353, 355, 356, 293, 357, 358, 360, 361, 299, 300, 302, 49]"
"[(285, 0.705705), (99, 0.6436487), (95, 0.5609455), (306, 0.47086528), (88, 0.45231068), (186, 0.426887), (146, 0.41746947), (10, 0.4156223), (507, 0.40415186), (229, 0.3918961), (174, 0.3813928), (184, 0.35032445), (21, 0.3007339), (366, 0.29895976), (239, 0.24920721), (518, 0.23046786), (878, 0.22829305), (212, 0.21615979), (477, 0.21605472), (149, 0.19864208)]","[285, 99, 95, 306, 88, 186, 146, 10, 507, 229, 174, 184, 21, 366, 239, 518, 878, 212, 477, 149]",18,"[257, 259, 359, 326, 270, 358, 293, 263, 323, 327, 209, 300, 302, 353, 355, 357, 328, 299]",5,"[287, 356, 360, 361, 49]"
"[(285, 0.7352634), (99, 0.6971108), (95, 0.6400908), (306, 0.53329694), (88, 0.49242803), (10, 0.48324838), (186, 0.46551344), (146, 0.4458832), (229, 0.43411216), (507, 0.43297186), (184, 0.42165217), (174, 0.39793393), (21, 0.38371646), (366, 0.36939803), (239, 0.31481227), (878, 0.2934548), (212, 0.2799706), (518, 0.26993647), (20, 0.25701645), (477, 0.2555696)]","[285, 99, 95, 306, 88, 10, 186, 146, 229, 507, 184, 174, 21, 366, 239, 878, 212, 518, 20, 477]",21,"[300, 287, 326, 263, 323, 353, 327, 357, 361, 49, 359, 293, 257, 209, 259, 360, 355, 328, 270, 302, 358]",2,"[356, 299]"
"[(285, 0.71808964), (99, 0.66597646), (95, 0.6056524), (306, 0.47347608), (146, 0.41527572), (186, 0.41494814), (88, 0.41437346), (174, 0.40650302), (21, 0.3970304), (10, 0.39642176), (507, 0.3863424), (184, 0.36874473), (229, 0.35749546), (366, 0.30994093), (239, 0.26443148), (878, 0.24288571), (212, 0.24218823), (518, 0.24217409), (149, 0.21820512), (477, 0.21369393)]","[285, 99, 95, 306, 146, 186, 88, 174, 21, 10, 507, 184, 229, 366, 239, 878, 212, 518, 149, 477]",19,"[263, 359, 355, 357, 270, 299, 323, 287, 358, 209, 327, 302, 326, 293, 300, 328, 49, 257, 361]",4,"[259, 353, 356, 360]"
"[(285, 0.7368546), (99, 0.6777706), (95, 0.5734537), (306, 0.47810856), (88, 0.46679288), (10, 0.43229303), (507, 0.42399877), (174, 0.4220606), (146, 0.41798496), (186, 0.4075687), (229, 0.3613435), (184, 0.35177508), (21, 0.33380523), (366, 0.30856147), (239, 0.29854012), (878, 0.2769132), (212, 0.2666665), (518, 0.25814307), (434, 0.21677993), (477, 0.214891)]","[285, 99, 95, 306, 88, 10, 507, 174, 146, 186, 229, 184, 21, 366, 239, 878, 212, 518, 434, 477]",21,"[360, 328, 361, 356, 257, 323, 287, 355, 302, 263, 299, 293, 270, 326, 358, 259, 327, 359, 353, 300, 49]",2,"[209, 357]"
