user_id,top_20_with_score,top_20,hit_ratio,ndcg
485,"[(95, 0.779755), (78, 0.7359631), (193, 0.6649619), (21, 0.5958392), (731, 0.5904856), (691, 0.55488634), (76, 0.4896369), (558, 0.47140858), (762, 0.4658006), (18, 0.39128438), (130, 0.3832858), (692, 0.36764014), (381, 0.36168295), (509, 0.3463864), (72, 0.33011883), (380, 0.32886928), (678, 0.32015228), (144, 0.305164), (894, 0.30418986), (119, 0.2851809)]","[95, 78, 193, 21, 731, 691, 76, 558, 762, 18, 130, 692, 381, 509, 72, 380, 678, 144, 894, 119]",0,0.0
486,"[(150, 0.7828134), (227, 0.6469814), (581, 0.5765654), (240, 0.56143206), (207, 0.5518417), (303, 0.53749394), (22, 0.5157594), (320, 0.49091303), (664, 0.44507897), (32, 0.44216457), (505, 0.38837805), (427, 0.3695347), (692, 0.35586554), (305, 0.35368294), (553, 0.3449582), (968, 0.341164), (695, 0.33643687), (504, 0.32812148), (58, 0.31492946), (1100, 0.30969146)]","[150, 227, 581, 240, 207, 303, 22, 320, 664, 32, 505, 427, 692, 305, 553, 968, 695, 504, 58, 1100]",0,0.0
487,"[(203, 0.7642826), (194, 0.650112), (474, 0.5902853), (478, 0.5253726), (184, 0.52245), (470, 0.51607513), (240, 0.510672), (247, 0.4825582), (154, 0.47522375), (865, 0.4471885), (46, 0.4269853), (23, 0.40137824), (464, 0.38161883), (216, 0.36812836), (505, 0.32126534), (575, 0.28016287), (91, 0.27315575), (64, 0.26583323), (84, 0.2442228), (104, 0.2207785)]","[203, 194, 474, 478, 184, 470, 240, 247, 154, 865, 46, 23, 464, 216, 505, 575, 91, 64, 84, 104]",1,0.3868528072345416
488,"[(49, 0.90014154), (116, 0.79860526), (195, 0.75612825), (24, 0.6689985), (275, 0.6645426), (581, 0.5870008), (247, 0.5509213), (210, 0.53198624), (122, 0.50499994), (522, 0.49790725), (204, 0.4901294), (251, 0.4799073), (409, 0.47342223), (57, 0.46436074), (664, 0.461475), (128, 0.4539356), (82, 0.45283645), (683, 0.44058916), (149, 0.42123538), (18, 0.3968314)]","[49, 116, 195, 24, 275, 581, 247, 210, 122, 522, 204, 251, 409, 57, 664, 128, 82, 683, 149, 18]",0,0.0
489,"[(190, 0.7414089), (70, 0.642416), (267, 0.56471664), (8, 0.5577862), (21, 0.5560575), (402, 0.5528735), (384, 0.55174273), (478, 0.5391513), (510, 0.53194255), (61, 0.47096997), (168, 0.4543757), (483, 0.41550106), (500, 0.3853688), (653, 0.36487788), (86, 0.29512697), (577, 0.2798232), (408, 0.24519837), (805, 0.23315574), (789, 0.21701539), (638, 0.20782934)]","[190, 70, 267, 8, 21, 402, 384, 478, 510, 61, 168, 483, 500, 653, 86, 577, 408, 805, 789, 638]",1,0.43067655807339306
490,"[(203, 0.78030586), (256, 0.712081), (741, 0.6984238), (273, 0.5893948), (482, 0.5587711), (410, 0.52877146), (303, 0.5129709), (707, 0.49093246), (320, 0.46279845), (475, 0.46182796), (761, 0.43233126), (41, 0.43004107), (518, 0.40693995), (549, 0.40653), (108, 0.38136038), (1, 0.36817455), (333, 0.33343822), (324, 0.32448187), (755, 0.3200838), (501, 0.3077327)]","[203, 256, 741, 273, 482, 410, 303, 707, 320, 475, 761, 41, 518, 549, 108, 1, 333, 324, 755, 501]",1,0.23540891336663824
491,"[(116, 0.77843416), (126, 0.76833826), (215, 0.6729218), (88, 0.6266565), (228, 0.5918052), (27, 0.57819015), (691, 0.5245435), (247, 0.5160183), (199, 0.4928347), (321, 0.47499374), (677, 0.4650913), (475, 0.46137872), (212, 0.42401895), (528, 0.40947595), (518, 0.40650374), (479, 0.3704804), (719, 0.3502679), (58, 0.28625917), (641, 0.2841264), (476, 0.28214517)]","[116, 126, 215, 88, 228, 27, 691, 247, 199, 321, 677, 475, 212, 528, 518, 479, 719, 58, 641, 476]",1,0.6309297535714574
492,"[(332, 0.64319867), (306, 0.5139582), (136, 0.49199504), (656, 0.4768909), (61, 0.45792478), (318, 0.43346137), (13, 0.37476093), (689, 0.3726365), (500, 0.37229362), (65, 0.3719638), (339, 0.32851285), (211, 0.2898046), (968, 0.28383112), (509, 0.27820417), (156, 0.27543855), (242, 0.27292624), (469, 0.26752108), (385, 0.26080835), (289, 0.26078835), (448, 0.2436861)]","[332, 306, 136, 656, 61, 318, 13, 689, 500, 65, 339, 211, 968, 509, 156, 242, 469, 385, 289, 448]",1,1.0
493,"[(195, 0.71799904), (312, 0.65969265), (68, 0.6538693), (545, 0.64088666), (124, 0.62931985), (181, 0.6113562), (227, 0.6110379), (146, 0.5890602), (228, 0.57333165), (27, 0.55840987), (234, 0.54739624), (184, 0.5283441), (691, 0.5007393), (247, 0.4909916), (258, 0.4778198), (677, 0.43704203), (417, 0.42007425), (761, 0.40432715), (558, 0.40233433), (249, 0.3919961)]","[195, 312, 68, 545, 124, 181, 227, 146, 228, 27, 234, 184, 691, 247, 258, 677, 417, 761, 558, 249]",0,0.0
494,"[(404, 0.7699312), (273, 0.61331594), (482, 0.58321476), (514, 0.57468665), (691, 0.5530731), (247, 0.54579926), (656, 0.53644884), (199, 0.5243878), (22, 0.5222005), (123, 0.5220426), (269, 0.51862323), (472, 0.50084877), (475, 0.496115), (13, 0.4414597), (149, 0.4111714), (16, 0.40583673), (302, 0.40331677), (20, 0.3878832), (44, 0.34761792), (529, 0.33036813)]","[404, 273, 482, 514, 691, 247, 656, 199, 22, 123, 269, 472, 475, 13, 149, 16, 302, 20, 44, 529]",1,0.3154648767857287
495,"[(126, 0.76092464), (11, 0.7015431), (312, 0.6674567), (24, 0.63214433), (117, 0.6028937), (567, 0.5777388), (123, 0.4786282), (321, 0.46327102), (322, 0.46225032), (46, 0.45161128), (320, 0.4506705), (664, 0.40299854), (331, 0.39523974), (259, 0.3940191), (500, 0.39031044), (280, 0.36684656), (925, 0.36526573), (80, 0.3584439), (18, 0.3369684), (1010, 0.33664066)]","[126, 11, 312, 24, 117, 567, 123, 321, 322, 46, 320, 664, 331, 259, 500, 280, 925, 80, 18, 1010]",0,0.0
496,"[(545, 0.6948977), (274, 0.6360134), (316, 0.5467121), (47, 0.52453357), (472, 0.5223611), (518, 0.46816203), (506, 0.43615746), (505, 0.4210708), (508, 0.41064575), (490, 0.38805556), (709, 0.3779854), (695, 0.37018105), (672, 0.36967054), (1073, 0.36355284), (289, 0.3482645), (304, 0.33430013), (714, 0.3108667), (769, 0.29656568), (517, 0.294815), (1038, 0.2936361)]","[545, 274, 316, 47, 472, 518, 506, 505, 508, 490, 709, 695, 672, 1073, 289, 304, 714, 769, 517, 1038]",0,0.0
497,"[(116, 0.78756726), (404, 0.761574), (299, 0.73021996), (418, 0.618321), (110, 0.5919582), (254, 0.58419734), (384, 0.57860386), (731, 0.57738316), (207, 0.54580355), (320, 0.4831285), (432, 0.48073497), (565, 0.45462695), (528, 0.4305459), (128, 0.427098), (16, 0.3896694), (1015, 0.38805965), (302, 0.38718438), (62, 0.37264967), (557, 0.33988222), (91, 0.326425)]","[116, 404, 299, 418, 110, 254, 384, 731, 207, 320, 432, 565, 528, 128, 16, 1015, 302, 62, 557, 91]",1,0.23137821315975918
498,"[(287, 0.7576028), (236, 0.75625193), (124, 0.63973105), (69, 0.61594373), (507, 0.5750268), (110, 0.57131755), (514, 0.5385519), (198, 0.5049761), (844, 0.44676566), (76, 0.4367955), (297, 0.41283265), (98, 0.39974055), (651, 0.3988986), (216, 0.3907668), (683, 0.37984568), (80, 0.35632843), (839, 0.34580016), (189, 0.327181), (130, 0.3267992), (708, 0.31717584)]","[287, 236, 124, 69, 507, 110, 514, 198, 844, 76, 297, 98, 651, 216, 683, 80, 839, 189, 130, 708]",0,0.0
499,"[(185, 0.6878002), (312, 0.6876799), (271, 0.57621425), (247, 0.5319462), (272, 0.52581346), (123, 0.50644946), (47, 0.48801994), (239, 0.46728933), (417, 0.46701992), (446, 0.46528158), (483, 0.4510719), (464, 0.43571568), (651, 0.43106776), (213, 0.38023943), (662, 0.33829895), (577, 0.31268117), (1133, 0.312584), (407, 0.2906389), (457, 0.26031923), (874, 0.24899459)]","[185, 312, 271, 247, 272, 123, 47, 239, 417, 446, 483, 464, 651, 213, 662, 577, 1133, 407, 457, 874]",1,0.6309297535714574
500,"[(160, 0.6739983), (392, 0.5378165), (21, 0.5356918), (174, 0.5295109), (431, 0.5138268), (510, 0.51120764), (207, 0.49067402), (513, 0.44995555), (471, 0.41916624), (475, 0.4190232), (239, 0.40611166), (204, 0.40390837), (82, 0.3628413), (222, 0.32087103), (719, 0.30894393), (20, 0.30819157), (824, 0.2922152), (305, 0.28362757), (749, 0.26451686), (1100, 0.24504597)]","[160, 392, 21, 174, 431, 510, 207, 513, 471, 475, 239, 204, 82, 222, 719, 20, 824, 305, 749, 1100]",0,0.0
501,"[(172, 0.7692537), (193, 0.6376084), (69, 0.62025976), (474, 0.608962), (392, 0.5678254), (482, 0.5554797), (510, 0.54454255), (207, 0.5259029), (154, 0.50648284), (214, 0.46491724), (30, 0.44518828), (54, 0.4423816), (249, 0.41698834), (528, 0.40717292), (149, 0.37143308), (80, 0.36789533), (16, 0.36585125), (839, 0.357215), (189, 0.33829907), (66, 0.32952556)]","[172, 193, 69, 474, 392, 482, 510, 207, 154, 214, 30, 54, 249, 528, 149, 80, 16, 839, 189, 66]",0,0.0
502,"[(741, 0.6904297), (117, 0.60386693), (273, 0.5802476), (473, 0.5631096), (461, 0.56085855), (234, 0.5589734), (271, 0.5534785), (154, 0.49714655), (142, 0.47332662), (300, 0.43552938), (417, 0.43328664), (446, 0.4315722), (814, 0.3298467), (294, 0.312596), (672, 0.2926788), (231, 0.25587198), (104, 0.23765217), (406, 0.22069648), (948, 0.20475893), (337, 0.20249505)]","[741, 117, 273, 473, 461, 234, 271, 154, 142, 300, 417, 446, 814, 294, 672, 231, 104, 406, 948, 337]",1,0.23137821315975918
503,"[(332, 0.6691197), (94, 0.591277), (510, 0.5557852), (163, 0.55371565), (248, 0.5332058), (316, 0.50676847), (12, 0.4902032), (471, 0.4727631), (251, 0.44542477), (761, 0.44299808), (518, 0.417441), (527, 0.40187436), (149, 0.3850941), (1015, 0.37802577), (839, 0.37099114), (339, 0.3693992), (661, 0.3513895), (684, 0.3248845), (377, 0.2993651), (485, 0.2913074)]","[332, 94, 510, 163, 248, 316, 12, 471, 251, 761, 518, 527, 149, 1015, 839, 339, 661, 684, 377, 485]",0,0.0
504,"[(69, 0.59666616), (184, 0.5172713), (431, 0.51557785), (410, 0.4920328), (22, 0.44973952), (627, 0.436781), (54, 0.404243), (85, 0.36552083), (169, 0.3558787), (653, 0.34053636), (149, 0.33264822), (52, 0.32091066), (282, 0.3127319), (324, 0.28582764), (516, 0.26714367), (1011, 0.26301074), (504, 0.26237538), (161, 0.25238553), (385, 0.25137138), (476, 0.24705875)]","[69, 184, 431, 410, 22, 627, 54, 85, 169, 653, 149, 52, 282, 324, 516, 1011, 504, 161, 385, 476]",0,0.0
505,"[(120, 0.7895644), (256, 0.7259455), (152, 0.68761146), (179, 0.59897494), (470, 0.56375116), (3, 0.5237003), (316, 0.51973593), (82, 0.4320189), (527, 0.4178061), (479, 0.3976231), (16, 0.39551592), (420, 0.3949635), (505, 0.38498333), (241, 0.37736392), (263, 0.3720383), (2, 0.36206126), (824, 0.35971776), (314, 0.3526089), (326, 0.3466206), (485, 0.30633083)]","[120, 256, 152, 179, 470, 3, 316, 82, 527, 479, 16, 420, 505, 241, 263, 2, 824, 314, 326, 485]",0,0.0
506,"[(236, 0.7590812), (182, 0.62568176), (473, 0.5683817), (217, 0.5484358), (184, 0.5474102), (7, 0.52493966), (208, 0.49209115), (199, 0.48812887), (513, 0.4880496), (226, 0.47103575), (525, 0.43302473), (176, 0.41311648), (527, 0.38656753), (481, 0.37660822), (590, 0.36092603), (323, 0.34899896), (661, 0.33565813), (346, 0.33118913), (927, 0.3286657), (324, 0.31955042)]","[236, 182, 473, 217, 184, 7, 208, 199, 513, 226, 525, 176, 527, 481, 590, 323, 661, 346, 927, 324]",0,0.0
507,"[(0, 0.81028605), (11, 0.6803181), (312, 0.6450342), (514, 0.50747967), (272, 0.4631053), (123, 0.44181055), (426, 0.43171415), (204, 0.398297), (283, 0.3835427), (85, 0.35810688), (479, 0.32239628), (1015, 0.31870946), (1010, 0.30159804), (294, 0.28169295), (490, 0.27893925), (9, 0.27885288), (381, 0.275251), (749, 0.25960007), (548, 0.25050297), (403, 0.2345486)]","[0, 11, 312, 514, 272, 123, 426, 204, 283, 85, 479, 1015, 1010, 294, 490, 9, 381, 749, 548, 403]",1,1.0
508,"[(49, 0.89406294), (126, 0.75512356), (195, 0.71863675), (741, 0.68274903), (87, 0.64529264), (181, 0.61210483), (146, 0.5898229), (186, 0.58654153), (210, 0.47102195), (204, 0.4227142), (464, 0.39411756), (280, 0.3549605), (18, 0.3255527), (675, 0.31450623), (927, 0.3108028), (381, 0.2976991), (1013, 0.28684115), (38, 0.2864), (516, 0.28263888), (624, 0.27882785)]","[49, 126, 195, 741, 87, 181, 146, 186, 210, 204, 464, 280, 18, 675, 927, 381, 1013, 38, 516, 624]",1,1.0
509,"[(63, 0.7212093), (24, 0.64809257), (327, 0.64803106), (96, 0.647464), (182, 0.6358616), (281, 0.59426355), (707, 0.5003216), (245, 0.48502982), (47, 0.4817088), (472, 0.4789372), (522, 0.46749777), (147, 0.44067642), (653, 0.39409444), (750, 0.39068446), (183, 0.38361713), (1015, 0.3794138), (695, 0.3185126), (672, 0.31803727), (624, 0.31163755), (515, 0.29120773)]","[63, 24, 327, 96, 182, 281, 707, 245, 47, 472, 522, 147, 653, 750, 183, 1015, 695, 672, 624, 515]",0,0.0
510,"[(237, 0.66510946), (273, 0.60812724), (7, 0.55219495), (656, 0.5299372), (321, 0.50161284), (320, 0.49062625), (432, 0.4882306), (239, 0.47790483), (128, 0.4357279), (479, 0.40018025), (420, 0.39751485), (719, 0.3809789), (927, 0.36328354), (305, 0.35277298), (575, 0.3427437), (311, 0.33516192), (529, 0.32263285), (161, 0.3158418), (135, 0.28694925), (279, 0.2797257)]","[237, 273, 7, 656, 321, 320, 432, 239, 128, 479, 420, 719, 927, 305, 575, 311, 529, 161, 135, 279]",1,0.3868528072345416
511,"[(0, 0.82655597), (287, 0.75760335), (332, 0.6553541), (124, 0.63973165), (14, 0.6204995), (474, 0.60460013), (273, 0.58172125), (507, 0.5750275), (254, 0.5634543), (234, 0.5611072), (426, 0.47076005), (214, 0.45794666), (54, 0.43547392), (497, 0.41463852), (743, 0.41455975), (128, 0.39704522), (681, 0.3256691), (490, 0.3147518), (434, 0.30002272), (416, 0.28461146)]","[0, 287, 332, 124, 14, 474, 273, 507, 254, 234, 426, 214, 54, 497, 743, 128, 681, 490, 434, 416]",1,1.0
512,"[(0, 0.8078672), (526, 0.62787396), (418, 0.5666242), (134, 0.55645984), (384, 0.5195563), (656, 0.44983578), (132, 0.44449192), (199, 0.4359269), (192, 0.4288578), (865, 0.4269924), (46, 0.40702984), (475, 0.40517187), (76, 0.39464518), (37, 0.38042575), (251, 0.37885806), (743, 0.36785042), (176, 0.3616543), (689, 0.3453849), (108, 0.32406822), (505, 0.30210197)]","[0, 526, 418, 134, 384, 656, 132, 199, 192, 865, 46, 475, 76, 37, 251, 743, 176, 689, 108, 505]",1,0.25
513,"[(299, 0.72146815), (495, 0.64697576), (596, 0.5952804), (602, 0.5894713), (217, 0.5547518), (192, 0.48691604), (122, 0.46388566), (558, 0.43108225), (339, 0.35927418), (427, 0.33956444), (218, 0.31213692), (706, 0.29038543), (726, 0.27572596), (639, 0.25557312), (104, 0.2505629), (517, 0.24032328), (759, 0.23921126), (395, 0.23880282), (164, 0.23441057), (31, 0.22465993)]","[299, 495, 596, 602, 217, 192, 122, 558, 339, 427, 218, 706, 726, 639, 104, 517, 759, 395, 164, 31]",0,0.0
514,"[(495, 0.6246133), (654, 0.6239439), (24, 0.62147254), (267, 0.5557266), (207, 0.5018525), (272, 0.4800682), (202, 0.44995102), (12, 0.44816783), (90, 0.3783143), (177, 0.33140603), (241, 0.31861505), (1010, 0.31743053), (1046, 0.30926925), (66, 0.30184984), (692, 0.29560098), (379, 0.29059818), (434, 0.27992627), (501, 0.27863535), (64, 0.27006328), (1133, 0.2668906)]","[495, 654, 24, 267, 207, 272, 202, 12, 90, 177, 241, 1010, 1046, 66, 692, 379, 434, 501, 64, 1133]",0,0.0
515,"[(190, 0.7459068), (11, 0.70352876), (237, 0.64012945), (81, 0.6143318), (418, 0.59796053), (602, 0.57939976), (163, 0.5353069), (691, 0.5150048), (651, 0.40162703), (590, 0.35462308), (1046, 0.32892334), (440, 0.29360425), (403, 0.26537248), (220, 0.24953526), (938, 0.24537076), (769, 0.23219122), (1066, 0.21102911), (899, 0.21024291), (355, 0.20807932), (922, 0.20764852)]","[190, 11, 237, 81, 418, 602, 163, 691, 651, 590, 1046, 440, 403, 220, 938, 769, 1066, 899, 355, 922]",1,1.0
516,"[(299, 0.71173507), (68, 0.66237885), (545, 0.64954424), (70, 0.64634264), (237, 0.63864), (317, 0.58792436), (306, 0.52815294), (210, 0.48150092), (513, 0.47969308), (98, 0.40048566), (169, 0.3843822), (149, 0.36060023), (719, 0.33739927), (346, 0.3231711), (333, 0.32045344), (91, 0.29408675), (516, 0.2919998), (745, 0.26948008), (678, 0.26942036), (854, 0.25481692)]","[299, 68, 545, 70, 237, 317, 306, 210, 513, 98, 169, 149, 719, 346, 333, 91, 516, 745, 678, 854]",1,1.0
517,"[(301, 0.66339916), (87, 0.6556366), (271, 0.5568856), (198, 0.50880784), (3, 0.49445564), (401, 0.4842219), (192, 0.47899112), (98, 0.40666533), (1027, 0.39793053), (653, 0.37531638), (479, 0.36372265), (20, 0.34288263), (661, 0.33377254), (309, 0.3101963), (38, 0.30169111), (1073, 0.29457098), (380, 0.28295717), (658, 0.2795054), (164, 0.22827354), (406, 0.22685722)]","[301, 87, 271, 198, 3, 401, 192, 98, 1027, 653, 479, 20, 661, 309, 38, 1073, 380, 658, 164, 406]",1,0.30102999566398114
518,"[(55, 0.8248875), (233, 0.7452148), (63, 0.73456925), (182, 0.6513342), (14, 0.6498202), (134, 0.61997306), (228, 0.61465865), (273, 0.6121654), (473, 0.59542197), (510, 0.5717771), (288, 0.5569029), (199, 0.5240147), (321, 0.5079755), (450, 0.48208395), (659, 0.48093265), (147, 0.4663356), (530, 0.42255783), (140, 0.41832298), (16, 0.40641883), (241, 0.388405)]","[55, 233, 63, 182, 14, 134, 228, 273, 473, 510, 288, 199, 321, 450, 659, 147, 530, 140, 16, 241]",0,0.0
519,"[(203, 0.77403057), (97, 0.7637946), (236, 0.7554003), (68, 0.66292894), (510, 0.5369109), (163, 0.53418285), (153, 0.50523025), (303, 0.5020317), (401, 0.47864452), (192, 0.47334668), (168, 0.45897022), (497, 0.41178066), (734, 0.39225373), (216, 0.39223152), (500, 0.38976404), (222, 0.3506229), (490, 0.31198955), (9, 0.31189737), (662, 0.30821592), (684, 0.30273834)]","[203, 97, 236, 68, 510, 163, 153, 303, 401, 192, 168, 497, 734, 216, 500, 222, 490, 9, 662, 684]",0,0.0
520,"[(507, 0.5734332), (8, 0.56214565), (478, 0.5437834), (3, 0.490071), (132, 0.48901418), (292, 0.47629696), (677, 0.45263538), (54, 0.432383), (62, 0.33857778), (454, 0.3221494), (708, 0.3184418), (305, 0.31132412), (662, 0.30803102), (755, 0.30790034), (641, 0.2731534), (476, 0.2712197), (84, 0.26421648), (231, 0.25777268), (938, 0.24416053), (769, 0.23102614)]","[507, 8, 478, 3, 132, 292, 677, 54, 62, 454, 708, 305, 662, 755, 641, 476, 84, 231, 938, 769]",1,0.23540891336663824
521,"[(195, 0.71059525), (356, 0.65092003), (237, 0.6213692), (69, 0.5965689), (146, 0.58025026), (418, 0.5784496), (186, 0.5769472), (268, 0.539066), (154, 0.4717218), (132, 0.4613515), (707, 0.4504687), (187, 0.45025113), (142, 0.44803467), (57, 0.37843752), (1015, 0.3268533), (282, 0.3138394), (695, 0.27070856), (830, 0.26015812), (577, 0.25983208), (678, 0.24677451)]","[195, 356, 237, 69, 146, 418, 186, 268, 154, 132, 707, 187, 142, 57, 1015, 282, 695, 830, 577, 678]",1,0.2890648263178878
522,"[(171, 0.71332777), (185, 0.67193663), (175, 0.6303941), (81, 0.6167434), (174, 0.5588795), (199, 0.4890257), (565, 0.4317009), (761, 0.4303146), (259, 0.40376762), (428, 0.3835541), (505, 0.35553104), (18, 0.3469314), (490, 0.3221188), (326, 0.31826964), (51, 0.31770426), (698, 0.3001486), (377, 0.28773332), (289, 0.28539678), (58, 0.2848418), (618, 0.2597218)]","[171, 185, 175, 81, 174, 199, 565, 761, 259, 428, 505, 18, 490, 326, 51, 698, 377, 289, 58, 618]",1,0.6309297535714574
523,"[(124, 0.6751804), (182, 0.658325), (596, 0.62304574), (267, 0.60874754), (247, 0.55225664), (230, 0.5393795), (32, 0.45773524), (878, 0.44204175), (824, 0.37929535), (411, 0.36809877), (635, 0.36180687), (1133, 0.33916545), (745, 0.3240309), (929, 0.30423597), (618, 0.30247125), (164, 0.2720812), (876, 0.25814086), (355, 0.25282896), (101, 0.24379082), (371, 0.21054885)]","[124, 182, 596, 267, 247, 230, 32, 878, 824, 411, 635, 1133, 745, 929, 618, 164, 876, 355, 101, 371]",1,0.2559580248098155
524,"[(160, 0.68877834), (301, 0.6579183), (182, 0.61718833), (268, 0.55700845), (482, 0.54366434), (478, 0.53881073), (61, 0.46888438), (318, 0.4443154), (283, 0.41206232), (590, 0.34666538), (323, 0.33496255), (232, 0.3226951), (189, 0.32223332), (324, 0.30614144), (9, 0.30565006), (662, 0.30200994), (557, 0.30132523), (38, 0.29045552), (162, 0.27957135), (386, 0.24582638)]","[160, 301, 182, 268, 482, 478, 61, 318, 283, 590, 323, 232, 189, 324, 9, 662, 557, 38, 162, 386]",1,0.43067655807339306
525,"[(221, 0.7642544), (97, 0.7635511), (150, 0.7625934), (236, 0.7551511), (171, 0.7101399), (215, 0.6647173), (14, 0.6190936), (94, 0.574866), (225, 0.56722754), (207, 0.51716137), (707, 0.4765018), (123, 0.47630006), (471, 0.44754118), (251, 0.42049816), (65, 0.3877927), (527, 0.37740472), (477, 0.35116822), (333, 0.31950805), (662, 0.3065853), (326, 0.3065759)]","[221, 97, 150, 236, 171, 215, 14, 94, 225, 207, 707, 123, 471, 251, 65, 527, 477, 333, 662, 326]",0,0.0
526,"[(404, 0.751179), (299, 0.71896243), (201, 0.6932679), (229, 0.6156859), (384, 0.5647903), (747, 0.5449807), (154, 0.5107008), (865, 0.48555693), (844, 0.46415725), (300, 0.45377877), (483, 0.43566594), (653, 0.38554415), (719, 0.3539024), (263, 0.34787092), (427, 0.3419243), (291, 0.33982205), (294, 0.33014655), (684, 0.31764203), (575, 0.31699297), (698, 0.30497658)]","[404, 299, 201, 229, 384, 747, 154, 865, 844, 300, 483, 653, 719, 263, 427, 291, 294, 684, 575, 698]",1,0.5
527,"[(422, 0.662781), (264, 0.6617107), (215, 0.6528238), (70, 0.634414), (654, 0.6232082), (281, 0.5637381), (581, 0.5289163), (133, 0.47939748), (303, 0.47924688), (47, 0.43365625), (743, 0.38865313), (528, 0.37425703), (595, 0.36698493), (477, 0.32941982), (51, 0.2858378), (503, 0.28339183), (684, 0.28113216), (44, 0.27778783), (819, 0.22920235), (938, 0.22553518)]","[422, 264, 215, 70, 654, 281, 581, 133, 303, 47, 743, 528, 595, 477, 51, 503, 684, 44, 819, 938]",1,1.0
528,"[(6, 0.76373285), (195, 0.73569405), (422, 0.68543017), (526, 0.66653574), (317, 0.60030085), (473, 0.57544315), (8, 0.5746002), (482, 0.56188226), (587, 0.5616921), (472, 0.472942), (30, 0.4540957), (204, 0.45245588), (98, 0.4195634), (32, 0.41793436), (85, 0.41249618), (357, 0.40496537), (140, 0.38707617), (115, 0.37037936), (704, 0.35699886), (263, 0.3507985)]","[6, 195, 422, 526, 317, 473, 8, 482, 587, 472, 30, 204, 98, 32, 85, 357, 140, 115, 704, 263]",1,0.227670248696953
529,"[(422, 0.67674106), (117, 0.6063276), (271, 0.5566318), (207, 0.5202147), (272, 0.50115573), (142, 0.47742155), (47, 0.4589883), (76, 0.43990687), (30, 0.43696752), (37, 0.42528397), (232, 0.33068535), (427, 0.3279795), (379, 0.30989182), (381, 0.30955693), (575, 0.30359587), (1013, 0.2984502), (501, 0.29746783), (91, 0.29624385), (242, 0.2899709), (1133, 0.28524315)]","[422, 117, 271, 207, 272, 142, 47, 76, 30, 37, 232, 427, 379, 381, 575, 1013, 501, 91, 242, 1133]",0,0.0
530,"[(404, 0.76706517), (312, 0.69469136), (175, 0.6546755), (473, 0.5927064), (691, 0.54908776), (401, 0.517776), (202, 0.5097359), (627, 0.5061852), (245, 0.5020225), (738, 0.47046262), (16, 0.4003145), (115, 0.39597678), (505, 0.3897365), (501, 0.33848655), (43, 0.32974026), (162, 0.3271897), (135, 0.28904033), (938, 0.28236896), (26, 0.27157494), (277, 0.26904938)]","[404, 312, 175, 473, 691, 401, 202, 627, 245, 738, 16, 115, 505, 501, 43, 162, 135, 938, 26, 277]",1,0.6309297535714574
531,"[(545, 0.69875133), (602, 0.63138723), (510, 0.5938175), (248, 0.57384986), (210, 0.5481635), (140, 0.44853705), (177, 0.43109965), (232, 0.40981168), (1046, 0.40834418), (746, 0.39317024), (324, 0.3928458), (755, 0.3884527), (709, 0.3825749), (416, 0.3597219), (67, 0.33500734), (408, 0.32163125), (603, 0.31106007), (825, 0.31070563), (290, 0.3042585), (31, 0.2809198)]","[545, 602, 510, 248, 210, 140, 177, 232, 1046, 746, 324, 755, 709, 416, 67, 408, 603, 825, 290, 31]",1,0.6309297535714574
532,"[(6, 0.7737932), (268, 0.58737904), (154, 0.53110313), (322, 0.49748617), (331, 0.43171537), (128, 0.43123898), (259, 0.4304622), (357, 0.4236348), (197, 0.41755536), (80, 0.39563853), (1, 0.39319554), (302, 0.39120263), (477, 0.390888), (38, 0.33234102), (504, 0.32287565), (72, 0.31377226), (706, 0.3129455), (938, 0.27630797), (657, 0.2668392), (769, 0.2620437)]","[6, 268, 154, 322, 331, 128, 259, 357, 197, 80, 1, 302, 477, 38, 504, 72, 706, 938, 657, 769]",1,0.27023815442731974
533,"[(126, 0.7714813), (68, 0.6747635), (10, 0.6097604), (258, 0.51055163), (208, 0.50267214), (199, 0.49899107), (707, 0.49682972), (32, 0.41946697), (528, 0.4174204), (549, 0.41401875), (216, 0.41197357), (595, 0.4104741), (325, 0.40733194), (197, 0.40047932), (527, 0.39889967), (16, 0.37659436), (232, 0.34915808), (1046, 0.34766078), (968, 0.31888723), (218, 0.318667)]","[126, 68, 10, 258, 208, 199, 707, 32, 528, 549, 216, 595, 325, 197, 527, 16, 232, 1046, 968, 218]",1,0.23540891336663824
534,"[(257, 0.8510807), (256, 0.73739696), (332, 0.69024163), (474, 0.6418175), (431, 0.58175933), (163, 0.5775534), (61, 0.5277885), (761, 0.47805423), (464, 0.46406752), (549, 0.45301318), (259, 0.4522104), (1027, 0.45122486), (108, 0.42703646), (280, 0.42505696), (241, 0.39680174), (1046, 0.38729894), (427, 0.3860628), (346, 0.38355637), (746, 0.37164992), (305, 0.3703426)]","[257, 256, 332, 474, 431, 163, 61, 761, 464, 549, 259, 1027, 108, 280, 241, 1046, 427, 346, 746, 305]",1,1.0
