movie_id,title,release_date,genres,train_id
818,Girl 6 (1996),22-Mar-1996,Comedy,817
819,Eddie (1996),31-May-1996,Comedy,818
820,Space Jam (1996),15-Nov-1996,Adventure|Animation|Children's|Comedy|Fantasy,819
821,Mrs. Winterbourne (1996),19-Apr-1996,Comedy|Romance,820
822,Faces (1968),01-Jan-1968,Drama,821
823,Mulholland Falls (1996),26-Apr-1996,Crime|Film-Noir|Thriller,822
824,"Great White Hype, The (1996)",03-May-1996,Comedy,823
825,"Arrival, The (1996)",31-May-1996,Action|Sci-Fi|Thriller,824
826,"Phantom, The (1996)",07-Jun-1996,Adventure,825
827,Daylight (1996),06-Dec-1996,Action|Adventure|Thriller,826
828,Alaska (1996),21-Aug-1996,Adventure|Children's,827
829,Fled (1996),19-Jul-1996,Action|Adventure,828
830,Power 98 (1995),17-May-1996,Action|Mystery|Thriller,829
831,Escape from L.A. (1996),09-Aug-1996,Action|Adventure|Sci-Fi|Thriller,830
832,Bogus (1996),06-Sep-1996,Children's|Drama|Fantasy,831
833,Bulletproof (1996),06-Sep-1996,Action,832
834,Halloween: The Curse of Michael Myers (1995),01-Jan-1995,Horror|Thriller,833
835,"Gay Divorcee, The (1934)",01-Jan-1934,Comedy|Musical|Romance,834
836,Ninotchka (1939),01-Jan-1939,Comedy|Romance,835
837,Meet John Doe (1941),01-Jan-1941,Drama,836
838,In the Line of Duty 2 (1987),30-Aug-1996,Action,837
839,Loch Ness (1995),01-Jan-1995,Horror|Thriller,838
840,Last Man Standing (1996),20-Sep-1996,Action|Drama|Western,839
841,"Glimmer Man, The (1996)",04-Oct-1996,Action|Thriller,840
842,Pollyanna (1960),01-Jan-1960,Children's|Comedy|Drama,841
843,"Shaggy Dog, The (1959)",01-Jan-1959,Children's|Comedy,842
844,Freeway (1996),23-Aug-1996,Crime,843
845,That Thing You Do! (1996),28-Sep-1996,Comedy,844
846,To Gillian on Her 37th Birthday (1996),18-Oct-1996,Drama|Romance,845
847,Looking for Richard (1996),11-Oct-1996,Documentary|Drama,846
848,"Murder, My Sweet (1944)",01-Jan-1944,Film-Noir|Thriller,847
849,Days of Thunder (1990),01-Jan-1990,Action|Romance,848
850,"Perfect Candidate, A (1996)",27-Sep-1996,Documentary,849
851,Two or Three Things I Know About Her (1966),01-Jan-1966,Drama,850
852,"Bloody Child, The (1996)",26-Oct-1996,Drama|Thriller,851
853,Braindead (1992),01-Jan-1992,Comedy|Horror,852
854,Bad Taste (1987),01-Jan-1987,Comedy|Horror,853
855,Diva (1981),01-Jan-1981,Action|Drama|Mystery|Romance|Thriller,854
856,Night on Earth (1991),01-Jan-1991,Comedy|Drama,855
857,Paris Was a Woman (1995),08-Nov-1996,Documentary,856
858,Amityville: Dollhouse (1996),01-Jan-1996,Horror,857
859,April Fool's Day (1986),01-Jan-1986,Comedy|Horror,858
860,"Believers, The (1987)",01-Jan-1987,Horror|Thriller,859
861,Nosferatu a Venezia (1986),01-Jan-1986,Horror,860
862,Jingle All the Way (1996),22-Nov-1996,Adventure|Children's|Comedy,861
863,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",08-Nov-1996,Drama,862
864,My Fellow Americans (1996),20-Dec-1996,Comedy,863
865,"Ice Storm, The (1997)",01-Jan-1997,Drama,864
866,Michael (1996),25-Dec-1996,Comedy|Romance,865
867,"Whole Wide World, The (1996)",25-Dec-1996,Drama,866
868,Hearts and Minds (1996),10-Jan-1997,Drama,867
869,Fools Rush In (1997),14-Feb-1997,Comedy|Romance,868
870,Touch (1997),14-Feb-1997,Romance,869
871,Vegas Vacation (1997),14-Feb-1997,Comedy,870
872,Love Jones (1997),14-Mar-1997,Romance,871
873,Picture Perfect (1997),01-Aug-1997,Comedy|Romance,872
874,Career Girls (1997),08-Aug-1997,Drama,873
875,She's So Lovely (1997),22-Aug-1997,Drama|Romance,874
876,Money Talks (1997),22-Aug-1997,Action|Comedy,875
877,Excess Baggage (1997),01-Jan-1997,Adventure|Romance,876
878,That Darn Cat! (1997),14-Feb-1997,Children's|Comedy|Mystery,877
879,"Peacemaker, The (1997)",01-Jan-1997,Action|Thriller|War,878
880,Soul Food (1997),01-Jan-1997,Drama,879
881,Money Talks (1997),22-Aug-1997,Action|Comedy,880
882,Washington Square (1997),01-Jan-1997,Drama,881
883,Telling Lies in America (1997),01-Jan-1997,Drama,882
884,Year of the Horse (1997),01-Jan-1997,Documentary,883
885,Phantoms (1998),01-Jan-1998,Horror,884
886,"Life Less Ordinary, A (1997)",01-Jan-1997,Romance|Thriller,885
887,Eve's Bayou (1997),01-Jan-1997,Drama,886
888,One Night Stand (1997),01-Jan-1997,Drama,887
889,"Tango Lesson, The (1997)",01-Jan-1997,Romance,888
890,Mortal Kombat: Annihilation (1997),01-Jan-1997,Action|Adventure,889
891,Bent (1997),18-Dec-1997,Drama|War,890
892,Flubber (1997),01-Jan-1997,Children's|Comedy|Fantasy,891
893,For Richer or Poorer (1997),01-Jan-1997,Comedy,892
894,Home Alone 3 (1997),01-Jan-1997,Children's|Comedy,893
895,Scream 2 (1997),01-Jan-1997,Horror|Thriller,894
896,"Sweet Hereafter, The (1997)",01-Jan-1997,Drama,895
897,Time Tracers (1995),01-Jan-1995,Action|Adventure|Sci-Fi,896
898,"Postman, The (1997)",01-Jan-1997,Drama,897
899,"Winter Guest, The (1997)",01-Jan-1997,Drama,898
900,Kundun (1997),25-Dec-1997,Drama,899
901,Mr. Magoo (1997),25-Dec-1997,Comedy,900
902,"Big Lebowski, The (1998)",26-Dec-1997,Comedy|Crime|Mystery|Thriller,901
903,Afterglow (1997),26-Dec-1997,Drama|Romance,902
904,Ma vie en rose (My Life in Pink) (1997),26-Dec-1997,Comedy|Drama,903
905,Great Expectations (1998),01-Jan-1998,Drama|Romance,904
906,Oscar & Lucinda (1997),31-Dec-1997,Drama|Romance,905
907,Vermin (1998),01-Jan-1997,Comedy,906
908,Half Baked (1998),16-Jan-1998,Comedy,907
909,Dangerous Beauty (1998),23-Jan-1998,Drama,908
910,Nil By Mouth (1997),06-Feb-1998,Drama,909
911,Twilight (1998),30-Jan-1998,Crime|Drama,910
912,U.S. Marshalls (1998),10-Mar-1998,Action|Thriller,911
913,Love and Death on Long Island (1997),10-Mar-1998,Comedy,912
914,Wild Things (1998),14-Mar-1998,Crime|Drama|Mystery|Thriller,913
915,Primary Colors (1998),20-Mar-1998,Drama,914
916,Lost in Space (1998),27-Mar-1998,Action|Sci-Fi|Thriller,915
917,Mercury Rising (1998),27-Mar-1998,Action|Drama|Thriller,916
918,City of Angels (1998),03-Apr-1998,Romance,917
919,"City of Lost Children, The (1995)",01-Jan-1995,Adventure|Sci-Fi,918
920,Two Bits (1995),01-Jan-1995,Drama,919
921,Farewell My Concubine (1993),01-Jan-1993,Drama|Romance,920
922,Dead Man (1995),10-May-1996,Western,921
923,Raise the Red Lantern (1991),01-Jan-1991,Drama,922
924,White Squall (1996),01-Jan-1996,Adventure|Drama,923
925,Unforgettable (1996),23-Feb-1996,Sci-Fi|Thriller,924
926,Down Periscope (1996),01-Mar-1996,Comedy,925
927,"Flower of My Secret, The (Flor de mi secreto, La) (1995)",08-Mar-1996,Drama,926
928,"Craft, The (1996)",26-Apr-1996,Drama|Horror,927
929,Harriet the Spy (1996),03-Jul-1996,Children's|Comedy,928
930,Chain Reaction (1996),31-Jul-1996,Action|Adventure|Thriller,929
931,"Island of Dr. Moreau, The (1996)",23-Aug-1996,Sci-Fi|Thriller,930
932,First Kid (1996),30-Aug-1996,Children's|Comedy,931
933,"Funeral, The (1996)",25-Oct-1996,Drama,932
934,"Preacher's Wife, The (1996)",13-Dec-1996,Drama,933
935,Paradise Road (1997),18-Apr-1997,Drama|War,934
936,Brassed Off (1996),13-Jun-1997,Comedy|Drama|Romance,935
937,"Thousand Acres, A (1997)",01-Jan-1997,Drama,936
938,"Smile Like Yours, A (1997)",01-Jan-1997,Comedy|Romance,937
939,Murder in the First (1995),01-Jan-1995,Drama|Thriller,938
940,Airheads (1994),01-Jan-1994,Comedy,939
941,With Honors (1994),01-Jan-1994,Comedy|Drama,940
942,What's Love Got to Do with It (1993),01-Jan-1993,Drama,941
943,Killing Zoe (1994),01-Jan-1994,Thriller,942
944,Renaissance Man (1994),01-Jan-1994,Comedy|Drama|War,943
945,Charade (1963),01-Jan-1963,Comedy|Mystery|Romance|Thriller,944
946,"Fox and the Hound, The (1981)",01-Jan-1981,Animation|Children's,945
947,"Big Blue, The (Grand bleu, Le) (1988)",01-Jan-1988,Adventure|Romance,946
948,Booty Call (1997),28-Feb-1997,Comedy|Romance,947
949,How to Make an American Quilt (1995),01-Jan-1995,Drama|Romance,948
950,Georgia (1995),01-Jan-1995,Drama,949
951,"Indian in the Cupboard, The (1995)",01-Jan-1995,Adventure|Children's|Fantasy,950
952,Blue in the Face (1995),01-Jan-1995,Comedy,951
953,Unstrung Heroes (1995),01-Jan-1995,Comedy|Drama,952
954,Unzipped (1995),01-Jan-1995,Documentary,953
955,Before Sunrise (1995),01-Jan-1995,Drama|Romance,954
956,Nobody's Fool (1994),01-Jan-1994,Drama,955
957,Pushing Hands (1992),01-Jan-1992,Comedy,956
958,To Live (Huozhe) (1994),01-Jan-1994,Drama,957
959,Dazed and Confused (1993),01-Jan-1993,Comedy,958
960,Naked (1993),01-Jan-1993,Drama,959
961,Orlando (1993),01-Jan-1993,Drama,960
962,Ruby in Paradise (1993),01-Jan-1993,Drama,961
963,Some Folks Call It a Sling Blade (1993),01-Jan-1993,Drama|Thriller,962
964,"Month by the Lake, A (1995)",01-Jan-1995,Comedy|Drama,963
965,Funny Face (1957),01-Jan-1957,Comedy|Musical,964
966,"Affair to Remember, An (1957)",01-Jan-1957,Romance,965
967,Little Lord Fauntleroy (1936),01-Jan-1936,Drama,966
968,"Inspector General, The (1949)",01-Jan-1949,Musical,967
969,Winnie the Pooh and the Blustery Day (1968),01-Jan-1968,Animation|Children's,968
970,Hear My Song (1991),01-Jan-1991,Comedy,969
971,Mediterraneo (1991),01-Jan-1991,Comedy|War,970
972,Passion Fish (1992),01-Jan-1992,Drama,971
973,Grateful Dead (1995),18-Oct-1996,Documentary,972
974,Eye for an Eye (1996),01-Jan-1996,Drama|Thriller,973
975,Fear (1996),12-Apr-1996,Thriller,974
976,Solo (1996),23-Aug-1996,Action|Sci-Fi|Thriller,975
977,"Substitute, The (1996)",19-Apr-1996,Action,976
978,Heaven's Prisoners (1996),10-May-1996,Mystery|Thriller,977
979,"Trigger Effect, The (1996)",30-Aug-1996,Drama|Thriller,978
980,Mother Night (1996),01-Nov-1996,Drama,979
981,Dangerous Ground (1997),04-Sep-1996,Drama,980
982,Maximum Risk (1996),13-Sep-1996,Action|Adventure|Thriller,981
983,"Rich Man's Wife, The (1996)",13-Sep-1996,Thriller,982
984,Shadow Conspiracy (1997),31-Jan-1997,Thriller,983
985,Blood & Wine (1997),15-Nov-1996,Drama,984
986,Turbulence (1997),10-Jan-1997,Thriller,985
987,Underworld (1997),09-May-1997,Thriller,986
988,"Beautician and the Beast, The (1997)",07-Feb-1997,Comedy|Romance,987
989,Cats Don't Dance (1997),26-Mar-1997,Animation|Children's|Musical,988
990,Anna Karenina (1997),04-Apr-1997,Drama|Romance,989
991,Keys to Tulsa (1997),11-Apr-1997,Crime,990
992,Head Above Water (1996),20-Jun-1997,Comedy|Thriller,991
993,Hercules (1997),27-Jun-1997,Adventure|Animation|Children's|Comedy|Musical,992
994,"Last Time I Committed Suicide, The (1997)",20-Jun-1997,Drama,993
995,"Kiss Me, Guido (1997)",01-Jan-1997,Comedy,994
996,"Big Green, The (1995)",01-Jan-1995,Children's|Comedy,995
997,Stuart Saves His Family (1995),01-Jan-1995,Comedy,996
998,Cabin Boy (1994),01-Jan-1994,Comedy,997
999,Clean Slate (1994),01-Jan-1994,Comedy,998
1000,Lightning Jack (1994),01-Jan-1994,Comedy|Western,999
1001,"Stupids, The (1996)",30-Aug-1996,Comedy,1000
1002,"Pest, The (1997)",07-Feb-1997,Comedy,1001
1003,That Darn Cat! (1997),14-Feb-1997,Children's|Comedy|Mystery,1002
1004,Geronimo: An American Legend (1993),01-Jan-1993,Drama|Western,1003
1005,"Double vie de Véronique, La (Double Life of Veronique, The) (1991)",01-Jan-1991,Drama,1004
1006,Until the End of the World (Bis ans Ende der Welt) (1991),01-Jan-1991,Drama|Sci-Fi,1005
1007,Waiting for Guffman (1996),31-Jan-1997,Comedy,1006
1008,I Shot Andy Warhol (1996),01-May-1996,Drama,1007
1009,Stealing Beauty (1996),14-Jun-1996,Drama,1008
1010,Basquiat (1996),16-Aug-1996,Drama,1009
1011,2 Days in the Valley (1996),27-Sep-1996,Crime,1010
1012,Private Parts (1997),07-Mar-1997,Comedy|Drama,1011
1013,Anaconda (1997),11-Apr-1997,Action|Adventure|Thriller,1012
1014,Romy and Michele's High School Reunion (1997),25-Apr-1997,Comedy,1013
1015,Shiloh (1997),23-May-1997,Children's|Drama,1014
1016,Con Air (1997),06-Jun-1997,Action|Adventure|Thriller,1015
1017,Trees Lounge (1996),11-Oct-1996,Drama,1016
1018,Tie Me Up! Tie Me Down! (1990),01-Jan-1990,Drama,1017
1019,"Die xue shuang xiong (Killer, The) (1989)",01-Jan-1989,Action|Thriller,1018
1020,Gaslight (1944),01-Jan-1944,Mystery|Thriller,1019
1021,8 1/2 (1963),01-Jan-1963,Drama,1020
1022,"Fast, Cheap & Out of Control (1997)",01-Jan-1997,Documentary,1021
1023,Fathers' Day (1997),09-May-1997,Comedy,1022
1024,Mrs. Dalloway (1997),01-Jan-1997,Romance,1023
1025,Fire Down Below (1997),01-Jan-1997,Action|Drama|Thriller,1024
1026,"Lay of the Land, The (1997)",01-Jan-1997,Comedy|Drama,1025
1027,"Shooter, The (1995)",01-Jan-1995,Action,1026
1028,Grumpier Old Men (1995),01-Jan-1995,Comedy|Romance,1027
1029,Jury Duty (1995),01-Jan-1995,Comedy,1028
1030,"Beverly Hillbillies, The (1993)",01-Jan-1993,Comedy,1029
1031,Lassie (1994),01-Jan-1994,Adventure|Children's,1030
1032,Little Big League (1994),01-Jan-1994,Children's|Comedy,1031
1033,Homeward Bound II: Lost in San Francisco (1996),08-Mar-1996,Adventure|Children's,1032
1034,"Quest, The (1996)",26-Apr-1996,Action|Adventure,1033
1035,Cool Runnings (1993),01-Jan-1993,Comedy,1034
1036,Drop Dead Fred (1991),01-Jan-1991,Comedy|Fantasy,1035
1037,Grease 2 (1982),01-Jan-1982,Comedy|Musical|Romance,1036
1038,Switchback (1997),01-Jan-1997,Thriller,1037
1039,Hamlet (1996),24-Jan-1997,Drama,1038
1040,Two if by Sea (1996),01-Jan-1996,Comedy|Romance,1039
1041,Forget Paris (1995),01-Jan-1995,Comedy|Romance,1040
1042,Just Cause (1995),01-Jan-1995,Mystery|Thriller,1041
1043,Rent-a-Kid (1995),01-Jan-1995,Comedy,1042
1044,"Paper, The (1994)",01-Jan-1994,Comedy|Drama,1043
1045,Fearless (1993),01-Jan-1993,Drama,1044
1046,Malice (1993),01-Jan-1993,Thriller,1045
1047,Multiplicity (1996),12-Jul-1996,Comedy,1046
1048,She's the One (1996),23-Aug-1996,Comedy|Romance,1047
1049,House Arrest (1996),02-Aug-1996,Comedy,1048
1050,"Ghost and Mrs. Muir, The (1947)",01-Jan-1947,Drama|Romance,1049
1051,"Associate, The (1996)",19-Oct-1996,Comedy,1050
1052,Dracula: Dead and Loving It (1995),01-Jan-1995,Comedy|Horror,1051
1053,Now and Then (1995),01-Jan-1995,Drama,1052
1054,Mr. Wrong (1996),16-Feb-1996,Comedy,1053
1055,"Simple Twist of Fate, A (1994)",01-Jan-1994,Drama,1054
1056,Cronos (1992),01-Jan-1992,Horror,1055
1057,"Pallbearer, The (1996)",19-Apr-1996,Comedy,1056
1058,"War, The (1994)",01-Jan-1994,Adventure|Drama,1057
1059,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),01-Jan-1996,Comedy,1058
1060,"Adventures of Pinocchio, The (1996)",26-Jul-1996,Adventure|Children's,1059
1061,"Evening Star, The (1996)",25-Dec-1996,Comedy|Drama,1060
1062,Four Days in September (1997),23-Jan-1998,Drama,1061
1063,"Little Princess, A (1995)",01-Jan-1995,Children's|Drama,1062
1064,Crossfire (1947),01-Jan-1947,Crime|Film-Noir,1063
1065,Koyaanisqatsi (1983),01-Jan-1983,Documentary|War,1064
1066,Balto (1995),01-Jan-1995,Animation|Children's,1065
1067,Bottle Rocket (1996),21-Feb-1996,Comedy,1066
1068,"Star Maker, The (Uomo delle stelle, L') (1995)",01-Mar-1996,Drama,1067
1069,Amateur (1994),01-Jan-1994,Crime|Drama|Thriller,1068
1070,Living in Oblivion (1995),01-Jan-1995,Comedy,1069
1071,Party Girl (1995),01-Jan-1995,Comedy,1070
1072,"Pyromaniac's Love Story, A (1995)",01-Jan-1995,Comedy|Romance,1071
1073,Shallow Grave (1994),01-Jan-1994,Thriller,1072
1074,Reality Bites (1994),01-Jan-1994,Comedy|Drama,1073
1075,"Man of No Importance, A (1994)",01-Jan-1994,Drama,1074
1076,"Pagemaster, The (1994)",01-Jan-1994,Action|Adventure|Animation|Children's|Fantasy,1075
1077,Love and a .45 (1994),01-Jan-1994,Thriller,1076
1078,Oliver & Company (1988),29-Mar-1988,Animation|Children's,1077
1079,Joe's Apartment (1996),26-Jul-1996,Comedy|Musical,1078
1080,Celestial Clockwork (1994),12-Jul-1996,Comedy,1079
1081,Curdled (1996),27-Sep-1996,Crime,1080
1082,Female Perversions (1996),25-Apr-1997,Drama,1081
1083,Albino Alligator (1996),17-Jan-1997,Crime|Thriller,1082
1084,Anne Frank Remembered (1995),23-Feb-1996,Documentary,1083
1085,Carried Away (1996),29-Mar-1996,Drama|Romance,1084
1086,It's My Party (1995),22-Mar-1996,Drama,1085
1087,Bloodsport 2 (1995),01-Mar-1996,Action,1086
1088,Double Team (1997),04-Apr-1997,Action,1087
1089,Speed 2: Cruise Control (1997),13-Jun-1997,Action|Romance|Thriller,1088
1090,Sliver (1993),01-Jan-1993,Thriller,1089
1091,Pete's Dragon (1977),01-Jan-1977,Adventure|Animation|Children's|Musical,1090
1092,Dear God (1996),01-Nov-1996,Comedy,1091
1093,Live Nude Girls (1995),01-Mar-1996,Comedy,1092
1094,"Thin Line Between Love and Hate, A (1996)",03-Apr-1996,Comedy,1093
1095,High School High (1996),25-Oct-1996,Comedy,1094
1096,Commandments (1997),02-May-1997,Romance,1095
1097,"Hate (Haine, La) (1995)",09-Feb-1996,Drama,1096
1098,Flirting With Disaster (1996),22-Mar-1996,Comedy,1097
1099,"Red Firecracker, Green Firecracker (1994)",01-Jan-1994,Drama,1098
1100,What Happened Was... (1994),01-Jan-1994,Comedy|Drama|Romance,1099
1101,Six Degrees of Separation (1993),01-Jan-1993,Drama|Mystery,1100
1102,Two Much (1996),01-Jan-1996,Comedy|Romance,1101
1103,Trust (1990),01-Jan-1990,Comedy|Drama,1102
1104,C'est arrivé près de chez vous (1992),01-Jan-1992,Comedy|Crime|Drama,1103
1105,Firestorm (1998),09-Jan-1998,Action|Adventure|Thriller,1104
1106,"Newton Boys, The (1998)",14-Mar-1998,Crime|Drama,1105
1107,Beyond Rangoon (1995),01-Jan-1995,Drama,1106
1108,Feast of July (1995),01-Jan-1995,Drama,1107
1109,Death and the Maiden (1994),01-Jan-1994,Drama|Thriller,1108
1110,Tank Girl (1995),01-Jan-1995,Action|Comedy|Musical|Sci-Fi,1109
1111,Double Happiness (1994),01-Mar-1996,Drama,1110
1112,Cobb (1994),01-Jan-1994,Drama,1111
1113,Mrs. Parker and the Vicious Circle (1994),01-Jan-1994,Drama,1112
1114,Faithful (1996),03-Apr-1996,Comedy,1113
1115,Twelfth Night (1996),25-Oct-1996,Comedy|Drama|Romance,1114
1116,"Mark of Zorro, The (1940)",01-Jan-1940,Adventure,1115
1117,Surviving Picasso (1996),20-Sep-1996,Drama,1116
1118,Up in Smoke (1978),01-Jan-1978,Comedy,1117
1119,Some Kind of Wonderful (1987),01-Jan-1987,Drama|Romance,1118
1120,I'm Not Rappaport (1996),13-Nov-1996,Comedy,1119
1121,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",05-Apr-1996,Drama|Musical,1120
1122,They Made Me a Criminal (1939),01-Jan-1939,Crime|Drama,1121
1123,"Last Time I Saw Paris, The (1954)",01-Jan-1954,Drama,1122
1124,"Farewell to Arms, A (1932)",01-Jan-1932,Romance|War,1123
1125,"Innocents, The (1961)",01-Jan-1961,Thriller,1124
1126,"Old Man and the Sea, The (1958)",01-Jan-1958,Adventure|Drama,1125
1127,"Truman Show, The (1998)",01-Jan-1998,Drama,1126
1128,Heidi Fleiss: Hollywood Madam (1995) ,09-Feb-1996,Documentary,1127
1129,Chungking Express (1994),16-Feb-1996,Drama|Mystery|Romance,1128
1130,Jupiter's Wife (1994),09-Feb-1996,Documentary,1129
1131,Safe (1995),01-Jan-1995,Thriller,1130
1132,Feeling Minnesota (1996),13-Sep-1996,Drama|Romance,1131
1133,Escape to Witch Mountain (1975),01-Jan-1975,Adventure|Children's|Fantasy,1132
1134,Get on the Bus (1996),16-Oct-1996,Drama,1133
1135,"Doors, The (1991)",01-Jan-1991,Drama|Musical,1134
1136,Ghosts of Mississippi (1996),20-Dec-1996,Drama,1135
1137,Beautiful Thing (1996),09-Oct-1996,Drama|Romance,1136
1138,Best Men (1997),01-Sep-1997,Action|Comedy|Crime|Drama,1137
1139,Hackers (1995),01-Jan-1995,Action|Crime|Thriller,1138
1140,"Road to Wellville, The (1994)",01-Jan-1994,Comedy,1139
1141,"War Room, The (1993)",01-Jan-1993,Documentary,1140
1142,When We Were Kings (1996),14-Feb-1997,Documentary,1141
1143,Hard Eight (1996),28-Feb-1997,Crime|Thriller,1142
1144,"Quiet Room, The (1996)",02-May-1997,Drama,1143
1145,Blue Chips (1994),01-Jan-1994,Drama,1144
1146,Calendar Girl (1993),01-Jan-1993,Drama,1145
1147,My Family (1995),01-Jan-1995,Drama,1146
1148,Tom & Viv (1994),01-Jan-1994,Drama,1147
1149,Walkabout (1971),20-Dec-1971,Drama,1148
1150,Last Dance (1996),03-May-1996,Drama,1149
1151,Original Gangstas (1996),10-May-1996,Crime,1150
1152,In Love and War (1996),24-Jan-1997,Romance|War,1151
1153,Backbeat (1993),01-Jan-1993,Drama|Musical,1152
1154,Alphaville (1965),01-Jan-1965,Sci-Fi,1153
1155,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",28-Jun-1996,Comedy|Romance,1154
1156,Cyclo (1995),02-Aug-1996,Crime|Drama,1155
1157,"Relic, The (1997)",17-Jan-1997,Horror,1156
1158,"Fille seule, La (A Single Girl) (1995)",30-Oct-1996,Drama,1157
1159,Stalker (1979),01-Jan-1979,Mystery|Sci-Fi,1158
1160,Love! Valour! Compassion! (1997),16-May-1997,Drama|Romance,1159
1161,Palookaville (1996),25-Oct-1996,Action|Drama,1160
1162,Phat Beach (1996),02-Aug-1996,Comedy,1161
1163,"Portrait of a Lady, The (1996)",27-Dec-1996,Drama,1162
1164,Zeus and Roxanne (1997),10-Jan-1997,Children's,1163
1165,Big Bully (1996),01-Jan-1996,Comedy|Drama,1164
1166,Love & Human Remains (1993),01-Jan-1993,Comedy,1165
1167,"Sum of Us, The (1994)",01-Jan-1994,Comedy,1166
1168,Little Buddha (1993),01-Jan-1993,Drama,1167
1169,Fresh (1994),01-Jan-1994,Drama,1168
1170,Spanking the Monkey (1994),01-Jan-1994,Comedy|Drama,1169
1171,Wild Reeds (1994),01-Jan-1994,Drama,1170
1172,"Women, The (1939)",01-Jan-1939,Comedy,1171
1173,Bliss (1997),06-Jun-1997,Drama|Romance,1172
1174,Caught (1996),27-Sep-1996,Drama|Thriller,1173
1175,Hugo Pool (1997),01-Jan-1997,Romance,1174
1176,Welcome To Sarajevo (1997),01-Jan-1997,Drama|War,1175
1177,Dunston Checks In (1996),01-Jan-1996,Comedy,1176
1178,Major Payne (1994),01-Jan-1994,Comedy,1177
1179,Man of the House (1995),01-Jan-1995,Comedy,1178
1180,I Love Trouble (1994),01-Jan-1994,Action|Comedy,1179
1181,"Low Down Dirty Shame, A (1994)",01-Jan-1994,Action|Comedy,1180
1182,Cops and Robbersons (1994),01-Jan-1994,Comedy,1181
1183,"Cowboy Way, The (1994)",01-Jan-1994,Action|Comedy,1182
1184,"Endless Summer 2, The (1994)",01-Jan-1994,Documentary,1183
1185,In the Army Now (1994),01-Jan-1994,Comedy|War,1184
1186,"Inkwell, The (1994)",01-Jan-1994,Comedy|Drama,1185
1187,Switchblade Sisters (1975),17-May-1975,Crime,1186
1188,Young Guns II (1990),01-Jan-1990,Action|Comedy|Western,1187
1189,Prefontaine (1997),24-Jan-1997,Drama,1188
1190,That Old Feeling (1997),04-Apr-1997,Comedy|Romance,1189
1191,"Letter From Death Row, A (1998)",01-Feb-1998,Crime|Drama,1190
1192,"Boys of St. Vincent, The (1993)",01-Jan-1993,Drama,1191
1193,Before the Rain (Pred dozhdot) (1994),01-Jan-1994,Drama,1192
1194,Once Were Warriors (1994),01-Jan-1994,Crime|Drama,1193
1195,Strawberry and Chocolate (Fresa y chocolate) (1993),01-Jan-1993,Drama,1194
1196,"Savage Nights (Nuits fauves, Les) (1992)",01-Jan-1992,Drama,1195
1197,"Family Thing, A (1996)",23-Mar-1996,Comedy|Drama,1196
1198,Purple Noon (1960),28-Jun-1960,Crime|Thriller,1197
1199,Cemetery Man (Dellamorte Dellamore) (1994),12-Apr-1996,Comedy|Horror,1198
1200,Kim (1950),01-Jan-1950,Children's|Drama,1199
1201,Marlene Dietrich: Shadow and Light (1996) ,02-Apr-1996,Documentary,1200
1202,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",19-Jul-1996,Comedy,1201
1203,Top Hat (1935),01-Jan-1935,Comedy|Musical|Romance,1202
1204,To Be or Not to Be (1942),01-Jan-1942,Comedy|Drama|War,1203
1205,"Secret Agent, The (1996)",08-Nov-1996,Drama,1204
1206,Amos & Andrew (1993),01-Jan-1993,Comedy,1205
1207,Jade (1995),01-Jan-1995,Thriller,1206
1208,Kiss of Death (1995),01-Jan-1995,Crime|Drama|Thriller,1207
1209,Mixed Nuts (1994),01-Jan-1994,Comedy,1208
1210,Virtuosity (1995),01-Jan-1995,Sci-Fi|Thriller,1209
1211,Blue Sky (1994),01-Jan-1994,Drama|Romance,1210
1212,Flesh and Bone (1993),01-Jan-1993,Drama|Mystery|Romance,1211
1213,Guilty as Sin (1993),01-Jan-1993,Crime|Drama|Thriller,1212
1214,In the Realm of the Senses (Ai no corrida) (1976),08-Mar-1976,Drama,1213
1215,Barb Wire (1996),03-May-1996,Action|Sci-Fi,1214
1216,Kissed (1996),18-Apr-1997,Romance,1215
1217,Assassins (1995),01-Jan-1995,Thriller,1216
1218,Friday (1995),01-Jan-1995,Comedy,1217
1219,"Goofy Movie, A (1995)",01-Jan-1995,Animation|Children's|Comedy|Romance,1218
1220,Higher Learning (1995),01-Jan-1995,Drama,1219
1221,When a Man Loves a Woman (1994),01-Jan-1994,Drama,1220
1222,Judgment Night (1993),01-Jan-1993,Action,1221
1223,King of the Hill (1993),01-Jan-1993,Drama,1222
1224,"Scout, The (1994)",01-Jan-1994,Drama,1223
1225,Angus (1995),01-Jan-1995,Comedy,1224
1226,Night Falls on Manhattan (1997),16-May-1997,Crime|Drama,1225
1227,"Awfully Big Adventure, An (1995)",01-Jan-1995,Drama,1226
1228,Under Siege 2: Dark Territory (1995),01-Jan-1995,Action,1227
1229,Poison Ivy II (1995),01-Jan-1995,Drama|Thriller,1228
1230,Ready to Wear (Pret-A-Porter) (1994),01-Jan-1994,Comedy,1229
1231,Marked for Death (1990),01-Jan-1990,Action|Drama,1230
